Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^24.01.2022^,71.75,2.01,196735.0
TI ^24.01.2022^,71.45,1.63,350986.0
NE ^24.01.2022^,70.6,3.01,175894.0
ZH ^24.01.2022^,70.25,1.56,1553423.0
BL ^24.01.2022^,70.23,2.17,290969.0
VD ^24.01.2022^,69.53,1.07,814762.0
BE ^24.01.2022^,69.29,1.57,1043132.0
GR ^24.01.2022^,69.01,2.04,200096.0
SO ^24.01.2022^,68.8,1.78,277462.0
FR ^24.01.2022^,68.75,1.09,325496.0
GE ^24.01.2022^,68.55,2.05,506343.0
ZG ^24.01.2022^,68.38,1.39,128794.0
SH ^24.01.2022^,68.16,1.58,83107.0
CH ^24.01.2022^,68.14,1.73,8670300.0
AG ^24.01.2022^,67.71,1.52,694072.0
NW ^24.01.2022^,66.96,1.54,43520.0
LU ^24.01.2022^,66.78,2.11,416347.0
OW ^24.01.2022^,66.15,4.53,38108.0
VS ^24.01.2022^,65.21,4.19,348503.0
UR ^24.01.2022^,64.7,1.01,36819.0
JU ^24.01.2022^,63.73,3.15,73709.0
GL ^24.01.2022^,62.75,1.13,40851.0
SG ^24.01.2022^,62.67,0.92,514504.0
TG ^24.01.2022^,61.63,2.13,282909.0
AR ^24.01.2022^,60.99,1.35,55309.0
SZ ^24.01.2022^,59.58,1.4,162157.0
AI ^24.01.2022^,56.41,0.85,16293.0
all ^24.01.2022^,,,
neighboring_chfl ^24.01.2022^,,,
unknown ^24.01.2022^,,,
