Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^09.02.2022^,72.26,1.89,196735.0
TI ^09.02.2022^,71.85,1.44,350986.0
NE ^09.02.2022^,70.91,2.91,175894.0
BL ^09.02.2022^,70.86,1.76,290969.0
ZH ^09.02.2022^,70.77,1.35,1553423.0
VD ^09.02.2022^,69.84,0.96,814762.0
BE ^09.02.2022^,69.77,1.3,1043132.0
GR ^09.02.2022^,69.39,1.8,200096.0
SO ^09.02.2022^,69.28,1.49,277462.0
FR ^09.02.2022^,68.98,1.04,325496.0
GE ^09.02.2022^,68.9,1.97,506343.0
ZG ^09.02.2022^,68.75,1.3,128794.0
CH ^09.02.2022^,68.57,1.53,8670300.0
SH ^09.02.2022^,68.57,1.38,83107.0
AG ^09.02.2022^,68.2,1.25,694072.0
NW ^09.02.2022^,67.32,1.34,43520.0
LU ^09.02.2022^,67.31,1.77,416347.0
OW ^09.02.2022^,66.22,4.61,38108.0
VS ^09.02.2022^,65.63,4.11,348503.0
UR ^09.02.2022^,65.0,0.83,36819.0
JU ^09.02.2022^,63.83,3.12,73709.0
SG ^09.02.2022^,63.03,0.72,514504.0
GL ^09.02.2022^,63.0,1.1,40851.0
TG ^09.02.2022^,62.04,1.89,282909.0
AR ^09.02.2022^,61.48,0.96,55309.0
SZ ^09.02.2022^,60.01,1.19,162157.0
AI ^09.02.2022^,56.99,0.45,16293.0
all ^09.02.2022^,,,
neighboring_chfl ^09.02.2022^,,,
unknown ^09.02.2022^,,,
