Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^20.01.2022^,71.71,2.0,196735.0
TI ^20.01.2022^,71.35,1.58,350986.0
NE ^20.01.2022^,70.54,2.98,175894.0
BL ^20.01.2022^,70.16,2.11,290969.0
ZH ^20.01.2022^,70.16,1.51,1553423.0
VD ^20.01.2022^,69.47,1.07,814762.0
BE ^20.01.2022^,69.19,1.49,1043132.0
GR ^20.01.2022^,68.96,1.96,200096.0
FR ^20.01.2022^,68.71,1.06,325496.0
SO ^20.01.2022^,68.7,1.63,277462.0
GE ^20.01.2022^,68.48,2.01,506343.0
ZG ^20.01.2022^,68.31,1.25,128794.0
SH ^20.01.2022^,68.08,1.52,83107.0
CH ^20.01.2022^,68.06,1.69,8670300.0
AG ^20.01.2022^,67.61,1.48,694072.0
NW ^20.01.2022^,66.93,1.54,43520.0
LU ^20.01.2022^,66.69,2.11,416347.0
OW ^20.01.2022^,66.14,4.54,38108.0
VS ^20.01.2022^,65.15,4.19,348503.0
UR ^20.01.2022^,64.63,1.03,36819.0
JU ^20.01.2022^,63.69,3.15,73709.0
GL ^20.01.2022^,62.61,1.22,40851.0
SG ^20.01.2022^,62.57,0.93,514504.0
TG ^20.01.2022^,61.52,2.15,282909.0
AR ^20.01.2022^,60.84,1.4,55309.0
SZ ^20.01.2022^,59.5,1.43,162157.0
AI ^20.01.2022^,56.4,0.86,16293.0
all ^20.01.2022^,,,
neighboring_chfl ^20.01.2022^,,,
unknown ^20.01.2022^,,,
