Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^18.01.2022^,71.5,2.06,196735.0
TI ^18.01.2022^,71.28,1.58,350986.0
NE ^18.01.2022^,70.49,2.99,175894.0
ZH ^18.01.2022^,70.08,1.46,1553423.0
BL ^18.01.2022^,70.03,2.08,290969.0
VD ^18.01.2022^,69.4,1.07,814762.0
BE ^18.01.2022^,69.09,1.49,1043132.0
GR ^18.01.2022^,68.86,1.99,200096.0
FR ^18.01.2022^,68.64,1.06,325496.0
SO ^18.01.2022^,68.61,1.64,277462.0
GE ^18.01.2022^,68.4,1.95,506343.0
ZG ^18.01.2022^,68.26,1.16,128794.0
CH ^18.01.2022^,67.96,1.68,8670300.0
SH ^18.01.2022^,67.95,1.63,83107.0
AG ^18.01.2022^,67.54,1.48,694072.0
NW ^18.01.2022^,66.88,1.41,43520.0
LU ^18.01.2022^,66.59,2.06,416347.0
OW ^18.01.2022^,66.13,4.11,38108.0
VS ^18.01.2022^,64.83,4.32,348503.0
UR ^18.01.2022^,64.58,1.08,36819.0
JU ^18.01.2022^,63.59,3.17,73709.0
GL ^18.01.2022^,62.48,1.28,40851.0
SG ^18.01.2022^,62.47,0.95,514504.0
TG ^18.01.2022^,61.43,2.14,282909.0
AR ^18.01.2022^,60.79,1.42,55309.0
SZ ^18.01.2022^,59.42,1.38,162157.0
AI ^18.01.2022^,56.37,0.83,16293.0
all ^18.01.2022^,,,
neighboring_chfl ^18.01.2022^,,,
unknown ^18.01.2022^,,,
