Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^05.01.2022^,70.93,1.63,196735.0
TI ^05.01.2022^,70.69,1.69,350986.0
NE ^05.01.2022^,70.07,2.99,175894.0
ZH ^05.01.2022^,69.52,1.29,1553423.0
BL ^05.01.2022^,69.28,1.88,290969.0
VD ^05.01.2022^,68.99,1.09,814762.0
BE ^05.01.2022^,68.47,1.36,1043132.0
GR ^05.01.2022^,68.29,2.08,200096.0
FR ^05.01.2022^,68.18,1.2,325496.0
GE ^05.01.2022^,67.99,1.98,506343.0
SO ^05.01.2022^,67.98,1.55,277462.0
ZG ^05.01.2022^,67.82,1.06,128794.0
SH ^05.01.2022^,67.49,1.59,83107.0
CH ^05.01.2022^,67.4,1.64,8670300.0
AG ^05.01.2022^,66.85,1.38,694072.0
NW ^05.01.2022^,66.32,1.55,43520.0
OW ^05.01.2022^,65.99,4.14,38108.0
LU ^05.01.2022^,65.98,1.93,416347.0
VS ^05.01.2022^,64.33,4.41,348503.0
UR ^05.01.2022^,64.06,1.18,36819.0
JU ^05.01.2022^,62.94,3.44,73709.0
SG ^05.01.2022^,61.77,1.14,514504.0
GL ^05.01.2022^,61.67,1.71,40851.0
TG ^05.01.2022^,60.86,2.02,282909.0
AR ^05.01.2022^,60.23,1.49,55309.0
SZ ^05.01.2022^,58.9,1.49,162157.0
AI ^05.01.2022^,55.88,0.84,16293.0
all ^05.01.2022^,,,
neighboring_chfl ^05.01.2022^,,,
unknown ^05.01.2022^,,,
