Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^27.06.2022^,73.46,1.04,196735.0
TI ^27.06.2022^,72.39,1.11,350986.0
BL ^27.06.2022^,71.68,1.15,290969.0
NE ^27.06.2022^,71.39,2.64,175894.0
ZH ^27.06.2022^,71.19,0.66,1553423.0
BE ^27.06.2022^,70.57,0.75,1043132.0
VD ^27.06.2022^,70.41,0.77,814762.0
SO ^27.06.2022^,70.06,0.91,277462.0
GR ^27.06.2022^,69.86,1.51,200096.0
ZG ^27.06.2022^,69.58,0.73,128794.0
GE ^27.06.2022^,69.57,1.6,506343.0
FR ^27.06.2022^,69.42,0.85,325496.0
CH ^27.06.2022^,69.23,0.98,8670300.0
SH ^27.06.2022^,69.15,0.98,83107.0
AG ^27.06.2022^,68.92,0.72,694072.0
VS ^27.06.2022^,68.27,1.75,348503.0
LU ^27.06.2022^,67.83,1.41,416347.0
NW ^27.06.2022^,67.5,1.04,43520.0
UR ^27.06.2022^,65.34,0.7,36819.0
JU ^27.06.2022^,64.4,2.77,73709.0
SG ^27.06.2022^,63.57,0.38,514504.0
GL ^27.06.2022^,63.56,0.67,40851.0
TG ^27.06.2022^,62.64,1.48,282909.0
AR ^27.06.2022^,61.84,0.77,55309.0
OW ^27.06.2022^,61.53,2.17,38108.0
SZ ^27.06.2022^,60.48,0.87,162157.0
AI ^27.06.2022^,57.22,0.32,16293.0
all ^27.06.2022^,,,
neighboring_chfl ^27.06.2022^,,,
unknown ^27.06.2022^,,,
