Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^07.02.2022^,72.14,1.99,196735.0
TI ^07.02.2022^,71.8,1.47,350986.0
NE ^07.02.2022^,70.88,2.94,175894.0
BL ^07.02.2022^,70.75,1.86,290969.0
ZH ^07.02.2022^,70.67,1.43,1553423.0
VD ^07.02.2022^,69.79,0.99,814762.0
BE ^07.02.2022^,69.7,1.35,1043132.0
GR ^07.02.2022^,69.33,1.85,200096.0
SO ^07.02.2022^,69.21,1.54,277462.0
FR ^07.02.2022^,68.96,1.05,325496.0
GE ^07.02.2022^,68.83,2.02,506343.0
ZG ^07.02.2022^,68.71,1.33,128794.0
SH ^07.02.2022^,68.51,1.43,83107.0
CH ^07.02.2022^,68.5,1.59,8670300.0
AG ^07.02.2022^,68.15,1.29,694072.0
LU ^07.02.2022^,67.2,1.86,416347.0
NW ^07.02.2022^,67.18,1.44,43520.0
OW ^07.02.2022^,66.19,4.63,38108.0
VS ^07.02.2022^,65.56,4.16,348503.0
UR ^07.02.2022^,64.96,0.86,36819.0
JU ^07.02.2022^,63.83,3.12,73709.0
GL ^07.02.2022^,62.98,1.09,40851.0
SG ^07.02.2022^,62.94,0.79,514504.0
TG ^07.02.2022^,61.95,1.95,282909.0
AR ^07.02.2022^,61.37,1.07,55309.0
SZ ^07.02.2022^,59.89,1.29,162157.0
AI ^07.02.2022^,56.93,0.5,16293.0
all ^07.02.2022^,,,
neighboring_chfl ^07.02.2022^,,,
unknown ^07.02.2022^,,,
