Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^03.02.2022^,72.08,2.02,196735.0
TI ^03.02.2022^,71.66,1.56,350986.0
NE ^03.02.2022^,70.8,2.97,175894.0
ZH ^03.02.2022^,70.54,1.52,1553423.0
BL ^03.02.2022^,70.53,2.05,290969.0
VD ^03.02.2022^,69.7,1.05,814762.0
BE ^03.02.2022^,69.54,1.49,1043132.0
GR ^03.02.2022^,69.23,1.92,200096.0
SO ^03.02.2022^,69.08,1.65,277462.0
FR ^03.02.2022^,68.9,1.1,325496.0
GE ^03.02.2022^,68.76,2.07,506343.0
ZG ^03.02.2022^,68.59,1.43,128794.0
SH ^03.02.2022^,68.43,1.47,83107.0
CH ^03.02.2022^,68.39,1.67,8670300.0
AG ^03.02.2022^,67.99,1.42,694072.0
NW ^03.02.2022^,67.16,1.45,43520.0
LU ^03.02.2022^,67.1,1.93,416347.0
OW ^03.02.2022^,66.19,4.64,38108.0
VS ^03.02.2022^,65.51,4.19,348503.0
UR ^03.02.2022^,64.88,0.92,36819.0
JU ^03.02.2022^,63.83,3.12,73709.0
GL ^03.02.2022^,62.94,1.13,40851.0
SG ^03.02.2022^,62.86,0.85,514504.0
TG ^03.02.2022^,61.83,2.05,282909.0
AR ^03.02.2022^,61.27,1.14,55309.0
SZ ^03.02.2022^,59.83,1.33,162157.0
AI ^03.02.2022^,56.9,0.52,16293.0
all ^03.02.2022^,,,
neighboring_chfl ^03.02.2022^,,,
unknown ^03.02.2022^,,,
