Kanton ^aktualisiert^,zweifach Geimpfte,einfach Geimpfte,Bevölkerung
BS ^17.01.2022^,71.42,1.97,196735.0
TI ^17.01.2022^,71.23,1.58,350986.0
NE ^17.01.2022^,70.46,2.98,175894.0
ZH ^17.01.2022^,70.04,1.44,1553423.0
BL ^17.01.2022^,70.0,2.09,290969.0
VD ^17.01.2022^,69.37,1.08,814762.0
BE ^17.01.2022^,69.04,1.52,1043132.0
GR ^17.01.2022^,68.82,2.0,200096.0
FR ^17.01.2022^,68.62,1.07,325496.0
SO ^17.01.2022^,68.59,1.64,277462.0
GE ^17.01.2022^,68.37,1.93,506343.0
ZG ^17.01.2022^,68.23,1.14,128794.0
CH ^17.01.2022^,67.92,1.68,8670300.0
SH ^17.01.2022^,67.9,1.63,83107.0
AG ^17.01.2022^,67.49,1.48,694072.0
NW ^17.01.2022^,66.82,1.45,43520.0
LU ^17.01.2022^,66.56,2.06,416347.0
OW ^17.01.2022^,66.1,4.12,38108.0
VS ^17.01.2022^,64.8,4.33,348503.0
UR ^17.01.2022^,64.55,1.11,36819.0
JU ^17.01.2022^,63.56,3.17,73709.0
GL ^17.01.2022^,62.48,1.25,40851.0
SG ^17.01.2022^,62.41,0.97,514504.0
TG ^17.01.2022^,61.38,2.16,282909.0
AR ^17.01.2022^,60.78,1.42,55309.0
SZ ^17.01.2022^,59.38,1.4,162157.0
AI ^17.01.2022^,56.32,0.84,16293.0
all ^17.01.2022^,,,
neighboring_chfl ^17.01.2022^,,,
unknown ^17.01.2022^,,,
