Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^10.06.2021^,139.51,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^10.06.2021^,137.41,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^09.06.2021^,129.21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^07.06.2021^,127.27,"Pfizer/BioNTech, Sputnik V"
:il: Israel ^10.06.2021^,122.67,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^10.06.2021^,109.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mn: Mongolei ^10.06.2021^,107.02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^09.06.2021^,104.73,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^09.06.2021^,102.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^09.06.2021^,97.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^10.06.2021^,95.4,"Moderna, Pfizer/BioNTech"
:uy: Uruguay ^10.06.2021^,91.66,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:us: Vereinigte Staaten ^10.06.2021^,91.4,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mv: Malediven ^09.06.2021^,90.54,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:is: Island ^09.06.2021^,84.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^03.06.2021^,80.97,Pfizer/BioNTech
:cy: Zypern ^10.06.2021^,77.77,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^07.06.2021^,75.07,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^10.06.2021^,73.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
