Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^10.04.2021^,118.21,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^06.04.2021^,105.72,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^10.04.2021^,90.74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^09.04.2021^,62.76,"Pfizer/BioNTech, Sinovac"
:bt: Bhutan ^10.04.2021^,61.45,Oxford/AstraZeneca
:gb: Vereinigtes Königreich ^09.04.2021^,57.45,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^10.04.2021^,55.19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^10.04.2021^,54.86,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^09.04.2021^,53.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^10.04.2021^,52.49,Oxford/AstraZeneca
:mc: Monaco ^02.04.2021^,52.26,Pfizer/BioNTech
:sm: San Marino ^09.04.2021^,48.34,"Pfizer/BioNTech, Sputnik V"
:rs: Serbien ^10.04.2021^,42.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:hu: Ungarn ^10.04.2021^,41.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^10.04.2021^,36.87,Pfizer/BioNTech
:uy: Uruguay ^10.04.2021^,29.49,"Pfizer/BioNTech, Sinovac"
:sg: Singapur ^06.04.2021^,28.5,"Moderna, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^25.03.2021^,26.98,Oxford/AstraZeneca
:is: Island ^09.04.2021^,25.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^01.04.2021^,25.16,Oxford/AstraZeneca
:ee: Estland ^10.04.2021^,25.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^10.04.2021^,24.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^10.04.2021^,23.32,"Oxford/AstraZeneca, Sinopharm/Beijing"
:at: Österreich ^10.04.2021^,23.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^09.04.2021^,22.92,Oxford/AstraZeneca
:dk: Dänemark ^09.04.2021^,22.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^09.04.2021^,21.88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^10.04.2021^,21.87,"Pfizer/BioNTech, Sinovac"
:pt: Portugal ^10.04.2021^,21.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^10.04.2021^,21.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^10.04.2021^,21.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^10.04.2021^,21.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^09.04.2021^,20.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^09.04.2021^,20.92,Pfizer/BioNTech
:no: Norwegen ^08.04.2021^,20.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^10.04.2021^,20.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^09.04.2021^,20.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^10.04.2021^,20.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^07.04.2021^,20.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^09.04.2021^,20.62,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^10.04.2021^,20.61,Pfizer/BioNTech
:pl: Polen ^10.04.2021^,20.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^07.04.2021^,19.53,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^08.04.2021^,19.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^10.04.2021^,19.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^09.04.2021^,19.06,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^09.04.2021^,18.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^09.04.2021^,18.28,Oxford/AstraZeneca
:li: Liechtenstein ^07.04.2021^,18.13,"Moderna, Pfizer/BioNTech"
:sa: Saudi-Arabien ^10.04.2021^,17.59,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^04.04.2021^,16.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^27.03.2021^,16.12,Oxford/AstraZeneca
:ad: Andorra ^04.04.2021^,16.1,Pfizer/BioNTech
:kw: Kuwait ^29.03.2021^,14.16,Pfizer/BioNTech
:hr: Kroatien ^08.04.2021^,13.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lc: St. Lucia ^10.04.2021^,12.67,Oxford/AstraZeneca
:br: Brasilien ^10.04.2021^,12.49,"Oxford/AstraZeneca, Sinovac"
:ar: Argentinien ^10.04.2021^,11.51,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^10.04.2021^,11.43,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:pa: Panama ^10.04.2021^,11.38,Pfizer/BioNTech
:az: Aserbaidschan ^10.04.2021^,11.38,Sinovac
:do: Dominikanische Republik ^01.04.2021^,10.15,"Oxford/AstraZeneca, Sinovac"
:cr: Costa Rica ^06.04.2021^,9.91,Pfizer/BioNTech
:ru: Russland ^10.04.2021^,9.58,"EpiVacCorona, Sputnik V"
:vc: St. Vincent und die Grenadinen ^26.03.2021^,9.48,Oxford/AstraZeneca
:lv: Lettland ^10.04.2021^,9.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:al: Albanien ^10.04.2021^,8.92,"Pfizer/BioNTech, Sinovac"
:gd: Grenada ^24.03.2021^,8.73,Oxford/AstraZeneca
:mx: Mexiko ^10.04.2021^,8.69,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:bg: Bulgarien ^10.04.2021^,8.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^10.04.2021^,7.4,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:in: Indien ^10.04.2021^,7.36,"Covaxin, Oxford/AstraZeneca"
:bz: Belize ^09.04.2021^,6.88,Oxford/AstraZeneca
:me: Montenegro ^10.04.2021^,6.59,"Sinopharm/Beijing, Sputnik V"
:co: Kolumbien ^09.04.2021^,5.79,"Pfizer/BioNTech, Sinovac"
:sr: Suriname ^09.04.2021^,5.56,Oxford/AstraZeneca
:id: Indonesien ^10.04.2021^,5.51,"Oxford/AstraZeneca, Sinovac"
:np: Nepal ^19.03.2021^,5.49,Oxford/AstraZeneca
:jo: Jordanien ^07.04.2021^,5.14,"Pfizer/BioNTech, Sinopharm/Beijing"
:gy: Guyana ^03.04.2021^,5.14,Oxford/AstraZeneca
:au: Australien ^10.04.2021^,4.47,"Oxford/AstraZeneca, Pfizer/BioNTech"
:st: São Tomé und Príncipe ^29.03.2021^,4.44,Oxford/AstraZeneca
:lk: Sri Lanka ^09.04.2021^,4.32,Oxford/AstraZeneca
:lb: Libanon ^10.04.2021^,4.01,Pfizer/BioNTech
:bo: Bolivien ^09.04.2021^,3.63,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:bd: Bangladesch ^10.04.2021^,3.53,Oxford/AstraZeneca
:om: Oman ^05.04.2021^,3.35,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pe: Peru ^09.04.2021^,3.11,"Pfizer/BioNTech, Sinopharm/Beijing"
:my: Malaysia ^09.04.2021^,2.91,"Pfizer/BioNTech, Sinovac"
:sv: El Salvador ^09.04.2021^,2.78,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:rw: Ruanda ^25.03.2021^,2.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^10.04.2021^",2.37,"Oxford/AstraZeneca, Pfizer/BioNTech"
:gh: Ghana ^09.04.2021^,2.19,Oxford/AstraZeneca
:sn: Senegal ^10.04.2021^,2.05,Sinopharm/Beijing
:ec: Ecuador ^06.04.2021^,2.02,Pfizer/BioNTech
:nz: Neuseeland ^06.04.2021^,1.87,Pfizer/BioNTech
:bs: Bahamas ^18.03.2021^,1.78,Oxford/AstraZeneca
:sz: Eswatini ^05.04.2021^,1.75,Oxford/AstraZeneca
:jm: Jamaika ^07.04.2021^,1.61,Oxford/AstraZeneca
:zw: Simbabwe ^10.04.2021^,1.5,Sinopharm/Beijing
:md: Moldau ^09.04.2021^,1.43,Oxford/AstraZeneca
:jp: Japan ^09.04.2021^,1.26,Pfizer/BioNTech
:mk: Nordmazedonien ^10.04.2021^,1.15,Pfizer/BioNTech
:tn: Tunesien ^09.04.2021^,1.1,"Pfizer/BioNTech, Sinovac, Sputnik V"
:mw: Malawi ^10.04.2021^,1.07,Oxford/AstraZeneca
:gq: Äquatorialguinea ^01.04.2021^,1.0,Sinopharm/Beijing
:ua: Ukraine ^10.04.2021^,0.86,Oxford/AstraZeneca
:ph: Philippinen ^06.04.2021^,0.84,"Oxford/AstraZeneca, Sinovac"
:th: Thailand ^10.04.2021^,0.8,"Oxford/AstraZeneca, Sinovac"
:gt: Guatemala ^09.04.2021^,0.77,"Moderna, Oxford/AstraZeneca"
:by: Belarus ^26.03.2021^,0.71,Sputnik V
:mm: Myanmar ^05.02.2021^,0.7,Oxford/AstraZeneca
:py: Paraguay ^07.04.2021^,0.68,Sputnik V
:ke: Kenia ^07.04.2021^,0.63,Oxford/AstraZeneca
:kz: Kasachstan ^18.03.2021^,0.59,Sputnik V
:gn: Guinea ^09.04.2021^,0.58,Sputnik V
:la: Laos ^17.03.2021^,0.56,"Sinopharm/Beijing, Sputnik V"
:bw: Botswana ^02.04.2021^,0.55,Oxford/AstraZeneca
:ao: Angola ^06.04.2021^,0.55,Oxford/AstraZeneca
:hn: Honduras ^03.04.2021^,0.53,"Moderna, Oxford/AstraZeneca"
:gm: Gambia ^06.04.2021^,0.52,Oxford/AstraZeneca
:tg: Togo ^24.03.2021^,0.51,Oxford/AstraZeneca
:za: Südafrika ^10.04.2021^,0.49,Johnson&Johnson
:ng: Nigeria ^06.04.2021^,0.47,Oxford/AstraZeneca
:ge: Georgien ^10.04.2021^,0.46,Oxford/AstraZeneca
:sl: Sierra Leone ^31.03.2021^,0.4,Oxford/AstraZeneca
:ug: Uganda ^08.04.2021^,0.39,Oxford/AstraZeneca
:cv: Kap Verde ^24.03.2021^,0.39,Oxford/AstraZeneca
