Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^10.10.2021^,204.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cu: Kuba ^09.10.2021^,202.13,"Abdala, Soberana02"
:uy: Uruguay ^11.10.2021^,183.77,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^11.10.2021^,177.94,"Moderna, Pfizer/BioNTech"
:cl: Chile ^10.10.2021^,173.84,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^10.10.2021^,164.01,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^10.10.2021^,163.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^10.10.2021^,162.67,"Moderna, Pfizer/BioNTech"
:is: Island ^07.10.2021^,162.65,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^04.10.2021^,157.77,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^10.10.2021^,153.8,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^11.10.2021^,152.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^10.10.2021^,151.51,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^10.10.2021^,151.46,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:sc: Seychellen ^16.09.2021^,150.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ca: Kanada ^11.10.2021^,149.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^11.10.2021^,148.48,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:ie: Irland ^05.10.2021^,145.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^10.10.2021^,144.07,"Moderna, Pfizer/BioNTech"
:be: Belgien ^10.10.2021^,143.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^11.10.2021^,143.14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^10.10.2021^,142.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^10.10.2021^,140.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^11.10.2021^,139.84,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:bt: Bhutan ^03.10.2021^,138.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
