Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^17.09.2021^,193.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^17.09.2021^,172.66,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^17.09.2021^,166.69,"Moderna, Pfizer/BioNTech"
:cl: Chile ^16.09.2021^,160.17,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^17.09.2021^,159.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^17.09.2021^,158.59,"Moderna, Pfizer/BioNTech"
:mt: Malta ^16.09.2021^,157.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^16.09.2021^,154.06,"Moderna, Pfizer/BioNTech, Sinovac"
:pt: Portugal ^14.09.2021^,152.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^15.09.2021^,152.15,"Abdala, Soberana02"
:cn: Volksrepublik China ^17.09.2021^,150.26,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:dk: Dänemark ^16.09.2021^,149.94,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:es: Spanien ^16.09.2021^,147.81,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^09.08.2021^,145.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bh: Bahrain ^17.09.2021^,144.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ca: Kanada ^17.09.2021^,144.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^16.09.2021^,142.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^16.09.2021^,141.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^16.09.2021^,138.81,"Moderna, Pfizer/BioNTech"
:sm: San Marino ^13.09.2021^,137.95,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:fr: Frankreich ^15.09.2021^,136.56,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^16.09.2021^,136.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
