Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^24.02.2021^,90.21,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^23.02.2021^,71.76,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^24.02.2021^,58.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^23.02.2021^,27.86,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^24.02.2021^,19.87,"Moderna, Pfizer/BioNTech"
:rs: Serbien ^24.02.2021^,19.75,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^24.02.2021^,16.81,Oxford/AstraZeneca
:bh: Bahrain ^24.02.2021^,16.75,"Pfizer/BioNTech, Sinopharm/Beijing"
:cl: Chile ^24.02.2021^,16.63,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^23.02.2021^,15.58,Pfizer/BioNTech
:dk: Dänemark ^23.02.2021^,9.09,"Moderna, Pfizer/BioNTech"
:tr: Türkei ^24.02.2021^,9.03,Sinovac
:is: Island ^23.02.2021^,8.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^24.02.2021^,7.99,"Oxford/AstraZeneca, Sinopharm/Beijing"
:pl: Polen ^24.02.2021^,7.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^24.02.2021^,7.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^21.02.2021^,7.78,"Moderna, Pfizer/BioNTech"
:bb: Barbados ^23.02.2021^,7.67,Oxford/AstraZeneca
:ro: Rumänien ^24.02.2021^,7.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^24.02.2021^,7.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^24.02.2021^,7.5,Pfizer/BioNTech
:no: Norwegen ^23.02.2021^,7.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^24.02.2021^,7.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cy: Zypern ^23.02.2021^,7.37,Pfizer/BioNTech
:ee: Estland ^24.02.2021^,7.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^21.02.2021^,7.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^24.02.2021^,7.07,"Moderna, Pfizer/BioNTech"
:si: Slowenien ^23.02.2021^,7.06,"Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^23.02.2021^,7.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^24.02.2021^,6.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^24.02.2021^,6.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^24.02.2021^,6.57,"Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^24.02.2021^,6.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^24.02.2021^,6.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^18.02.2021^,6.15,Pfizer/BioNTech
:be: Belgien ^23.02.2021^,6.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:fr: Frankreich ^23.02.2021^,5.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^24.02.2021^,5.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^23.02.2021^,5.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^23.02.2021^,5.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^18.02.2021^,4.86,Pfizer/BioNTech
:li: Liechtenstein ^21.02.2021^,4.75,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^24.02.2021^,4.48,Pfizer/BioNTech
:ca: Kanada ^24.02.2021^,4.38,"Moderna, Pfizer/BioNTech"
:kw: Kuwait ^15.02.2021^,4.1,Pfizer/BioNTech
:br: Brasilien ^24.02.2021^,3.55,"Oxford/AstraZeneca, Sinovac"
:lv: Lettland ^24.02.2021^,2.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^09.02.2021^,2.82,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:ad: Andorra ^19.02.2021^,2.77,Pfizer/BioNTech
:ru: Russland ^10.02.2021^,2.67,Sputnik V
:bg: Bulgarien ^24.02.2021^,2.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cr: Costa Rica ^22.02.2021^,1.99,Pfizer/BioNTech
:sa: Saudi-Arabien ^24.02.2021^,1.73,Pfizer/BioNTech
:ar: Argentinien ^24.02.2021^,1.73,Sputnik V
:lk: Sri Lanka ^23.02.2021^,1.71,Oxford/AstraZeneca
:pa: Panama ^24.02.2021^,1.64,Pfizer/BioNTech
:bd: Bangladesch ^24.02.2021^,1.62,Oxford/AstraZeneca
:mx: Mexiko ^24.02.2021^,1.47,"Oxford/AstraZeneca, Pfizer/BioNTech"
:np: Nepal ^20.02.2021^,1.38,Oxford/AstraZeneca
:om: Oman ^23.02.2021^,1.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
:in: Indien ^24.02.2021^,0.9,"Covaxin, Oxford/AstraZeneca"
:id: Indonesien ^24.02.2021^,0.8,Sinovac
:pe: Peru ^24.02.2021^,0.67,Sinopharm/Beijing
:az: Aserbaidschan ^06.02.2021^,0.64,"Oxford/AstraZeneca, Sputnik V"
:lb: Libanon ^24.02.2021^,0.31,Pfizer/BioNTech
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:do: Dominikanische Republik ^24.02.2021^,0.24,Oxford/AstraZeneca
:gy: Guyana ^22.02.2021^,0.24,Oxford/AstraZeneca
:by: Belarus ^18.02.2021^,0.22,Sputnik V
:mm: Myanmar ^02.02.2021^,0.19,Oxford/AstraZeneca
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
:al: Albanien ^19.02.2021^,0.15,Pfizer/BioNTech
:co: Kolumbien ^24.02.2021^,0.1,Pfizer/BioNTech
:sv: El Salvador ^22.02.2021^,0.09,Oxford/AstraZeneca
:bo: Bolivien ^11.02.2021^,0.09,Sputnik V
:za: Südafrika ^24.02.2021^,0.07,Johnson&Johnson
:ec: Ecuador ^17.02.2021^,0.05,Pfizer/BioNTech
:kh: Kambodscha ^23.02.2021^,0.05,Sinopharm/Beijing
:zw: Simbabwe ^24.02.2021^,0.05,Sinopharm/Beijing
:pk: Pakistan ^21.02.2021^,0.03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:tt: Trinidad und Tobago ^22.02.2021^,0.03,Oxford/AstraZeneca
:au: Australien ^24.02.2021^,0.03,Pfizer/BioNTech
:sn: Senegal ^24.02.2021^,0.02,Sinopharm/Beijing
:jp: Japan ^24.02.2021^,0.01,Pfizer/BioNTech
:ir: Iran ^17.02.2021^,0.01,Sputnik V
:nz: Neuseeland ^20.02.2021^,0.0,Pfizer/BioNTech
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:ua: Ukraine ^24.02.2021^,0.0,Oxford/AstraZeneca
