Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^11.07.2021^,161.11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^10.07.2021^,159.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^05.07.2021^,141.98,"Oxford/AstraZeneca, Sinopharm/Beijing"
:is: Island ^09.07.2021^,132.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^05.07.2021^,131.59,"Pfizer/BioNTech, Sputnik V"
:bh: Bahrain ^11.07.2021^,128.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:il: Israel ^11.07.2021^,126.2,"Moderna, Pfizer/BioNTech"
:cl: Chile ^09.07.2021^,125.83,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^11.07.2021^,123.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mn: Mongolei ^10.07.2021^,118.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^10.07.2021^,118.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^11.07.2021^,117.91,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^11.07.2021^,112.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^09.07.2021^,105.35,"Moderna, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^10.07.2021^,102.6,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:be: Belgien ^08.07.2021^,102.14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^11.07.2021^,100.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^11.07.2021^,99.91,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:cy: Zypern ^10.07.2021^,99.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^09.07.2021^,99.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:es: Spanien ^08.07.2021^,99.7,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^08.07.2021^,98.99,Pfizer/BioNTech
:de: Deutschland ^11.07.2021^,97.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^09.07.2021^,96.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^11.07.2021^,96.05,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:at: Österreich ^11.07.2021^,95.57,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^10.07.2021^,95.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^11.07.2021^,95.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^08.07.2021^,94.74,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^07.07.2021^,91.91,"Moderna, Pfizer/BioNTech"
:ch: Schweiz ^07.07.2021^,91.66,"Moderna, Pfizer/BioNTech"
:se: Schweden ^09.07.2021^,89.97,"Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^11.07.2021^,88.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^11.07.2021^,88.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^28.06.2021^,88.43,"Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^08.07.2021^,87.51,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^11.07.2021^,87.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^29.06.2021^,85.96,Oxford/AstraZeneca
:no: Norwegen ^08.07.2021^,85.17,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^11.07.2021^,83.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^11.07.2021^,83.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^10.07.2021^,81.43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:kn: St. Kitts und Nevis ^08.07.2021^,78.88,Oxford/AstraZeneca
:rs: Serbien ^05.07.2021^,78.17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ee: Estland ^11.07.2021^,77.17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^11.07.2021^,76.36,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^11.07.2021^,71.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^11.07.2021^,68.95,"Pfizer/BioNTech, Sinovac"
:hr: Kroatien ^10.07.2021^,68.55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^08.07.2021^,66.45,Oxford/AstraZeneca
:lv: Lettland ^11.07.2021^,65.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^09.07.2021^,64.23,"Abdala, Soberana02"
:bt: Bhutan ^05.07.2021^,63.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^10.07.2021^,58.71,Oxford/AstraZeneca
:sa: Saudi-Arabien ^11.07.2021^,56.95,"Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^03.07.2021^,55.62,Pfizer/BioNTech
:mu: Mauritius ^24.06.2021^,55.59,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:dm: Dominica ^09.07.2021^,55.57,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ar: Argentinien ^11.07.2021^,54.47,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:br: Brasilien ^11.07.2021^,53.85,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ma: Marokko ^11.07.2021^,53.05,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kh: Kambodscha ^11.07.2021^,52.04,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:sv: El Salvador ^09.07.2021^,49.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cr: Costa Rica ^05.07.2021^,49.5,"Oxford/AstraZeneca, Pfizer/BioNTech"
:me: Montenegro ^11.07.2021^,48.14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:jp: Japan ^11.07.2021^,47.64,"Moderna, Pfizer/BioNTech"
