Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^14.11.2021^,242.32,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^15.11.2021^,215.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^14.11.2021^,203.68,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^16.11.2021^,192.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^05.11.2021^,184.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mt: Malta ^15.11.2021^,176.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^15.11.2021^,175.55,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:il: Israel ^16.11.2021^,172.73,"Moderna, Pfizer/BioNTech"
:is: Island ^16.11.2021^,171.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^16.11.2021^,167.16,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:qa: Katar ^16.11.2021^,166.85,"Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^15.11.2021^,165.91,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^16.11.2021^,162.18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^15.11.2021^,160.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^16.11.2021^",160.13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^08.11.2021^,160.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^15.11.2021^,158.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^16.11.2021^,156.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^16.11.2021^,156.8,"Oxford/AstraZeneca, Sinopharm/Beijing"
:my: Malaysia ^16.11.2021^,156.32,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:jp: Japan ^16.11.2021^,154.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
