Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^03.05.2021^,129.88,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^10.05.2021^,121.41,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^10.05.2021^,113.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^07.05.2021^,100.22,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^10.05.2021^,87.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cl: Chile ^09.05.2021^,82.16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^10.05.2021^,81.98,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^08.05.2021^,79.88,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:gb: Vereinigtes Königreich ^09.05.2021^,78.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^10.05.2021^,78.22,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:hu: Ungarn ^10.05.2021^,71.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mn: Mongolei ^10.05.2021^,69.28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^10.05.2021^,64.03,Pfizer/BioNTech
:bt: Bhutan ^08.05.2021^,62.4,Oxford/AstraZeneca
:mc: Monaco ^22.04.2021^,62.15,Pfizer/BioNTech
:uy: Uruguay ^10.05.2021^,59.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:rs: Serbien ^09.05.2021^,55.83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:is: Island ^07.05.2021^,54.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^10.05.2021^,51.28,"Moderna, Pfizer/BioNTech"
:dm: Dominica ^07.05.2021^,44.46,Oxford/AstraZeneca
:lt: Litauen ^10.05.2021^,43.45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^10.05.2021^,43.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^10.05.2021^,42.41,Pfizer/BioNTech
:es: Spanien ^09.05.2021^,42.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^09.05.2021^,41.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^09.05.2021^,40.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^10.05.2021^,40.53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^09.05.2021^,40.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^09.05.2021^,40.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^09.05.2021^,39.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^10.05.2021^,39.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^10.05.2021^,38.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^09.05.2021^,38.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^09.05.2021^,37.89,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
