Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^12.11.2021^,238.92,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^12.11.2021^,214.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^12.11.2021^,203.18,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^14.11.2021^,192.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^11.11.2021^,185.1,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^13.11.2021^,175.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:il: Israel ^14.11.2021^,172.58,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^08.11.2021^,172.41,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:is: Island ^11.11.2021^,169.45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^14.11.2021^,166.59,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:qa: Katar ^14.11.2021^,166.47,"Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^14.11.2021^,165.46,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^14.11.2021^,161.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^13.11.2021^,160.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^08.11.2021^,160.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^12.11.2021^",158.65,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^11.11.2021^,157.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^14.11.2021^,156.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^14.11.2021^,155.57,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:jp: Japan ^14.11.2021^,154.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^14.11.2021^,154.18,"Oxford/AstraZeneca, Sinopharm/Beijing"
:dk: Dänemark ^11.11.2021^,152.9,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:it: Italien ^14.11.2021^,152.63,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^11.11.2021^,149.16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^14.11.2021^,148.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^11.11.2021^,147.67,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^31.10.2021^,147.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:se: Schweden ^12.11.2021^,146.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^11.11.2021^,146.21,"Moderna, Pfizer/BioNTech"
:au: Australien ^14.11.2021^,146.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^11.11.2021^,145.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^10.11.2021^,141.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^14.11.2021^,140.79,Pfizer/BioNTech
:sm: San Marino ^31.10.2021^,139.67,"Pfizer/BioNTech, Sputnik V"
:tr: Türkei ^14.11.2021^,139.19,"Pfizer/BioNTech, Sinovac"
