Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^03.12.2021^,252.92,"Abdala, Soberana02"
:cl: Chile ^04.12.2021^,216.18,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ae: Vereinigte Arabische Emirate ^15.11.2021^,215.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^05.12.2021^,195.85,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^02.12.2021^,193.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mt: Malta ^04.12.2021^,188.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^05.11.2021^,184.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:sc: Seychellen ^29.11.2021^,181.44,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^05.12.2021^,176.78,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:pt: Portugal ^05.12.2021^,175.67,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:il: Israel ^05.12.2021^,174.95,"Moderna, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^04.12.2021^,172.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^05.12.2021^,171.24,"Oxford/AstraZeneca, Sinopharm/Beijing"
:qa: Katar ^04.12.2021^,171.01,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^05.12.2021^,170.57,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:dk: Dänemark ^02.12.2021^,170.5,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^02.12.2021^,170.2,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
":kr: Korea, Süd ^05.12.2021^",168.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^02.12.2021^,167.36,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^05.12.2021^,165.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
