Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^25.02.2021^,91.55,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^23.02.2021^,71.76,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^25.02.2021^,59.11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^24.02.2021^,28.57,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^25.02.2021^,20.41,"Moderna, Pfizer/BioNTech"
:rs: Serbien ^25.02.2021^,20.22,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^25.02.2021^,18.19,Oxford/AstraZeneca
:bh: Bahrain ^25.02.2021^,17.05,"Pfizer/BioNTech, Sinopharm/Beijing"
:cl: Chile ^25.02.2021^,16.78,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^24.02.2021^,16.21,Pfizer/BioNTech
:tr: Türkei ^25.02.2021^,9.46,Sinovac
:dk: Dänemark ^25.02.2021^,9.37,"Moderna, Pfizer/BioNTech"
:is: Island ^25.02.2021^,9.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^24.02.2021^,8.9,Oxford/AstraZeneca
:ma: Marokko ^25.02.2021^,8.68,"Oxford/AstraZeneca, Sinopharm/Beijing"
:no: Norwegen ^24.02.2021^,7.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^25.02.2021^,7.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^24.02.2021^,7.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^25.02.2021^,7.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:lt: Litauen ^24.02.2021^,7.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^21.02.2021^,7.78,"Moderna, Pfizer/BioNTech"
