Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^02.11.2021^,229.19,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^04.11.2021^,212.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^03.11.2021^,194.55,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^04.11.2021^,190.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^04.11.2021^,181.57,"Moderna, Pfizer/BioNTech"
:mt: Malta ^03.11.2021^,171.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^03.11.2021^,171.76,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^27.10.2021^,171.19,"Moderna, Pfizer/BioNTech, Sinovac"
:is: Island ^04.11.2021^,167.36,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^04.11.2021^,165.46,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^04.11.2021^,164.7,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:pt: Portugal ^01.11.2021^,159.78,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^04.11.2021^,159.57,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^04.11.2021^,159.44,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:es: Spanien ^03.11.2021^,154.91,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^04.11.2021^,154.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^04.11.2021^",154.53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^04.11.2021^,153.96,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^03.11.2021^,153.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^03.11.2021^,152.35,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:jp: Japan ^04.11.2021^,151.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^04.11.2021^,149.83,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^03.11.2021^,147.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^03.11.2021^,147.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^31.10.2021^,147.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:fi: Finnland ^04.11.2021^,146.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^03.11.2021^,145.58,"Moderna, Pfizer/BioNTech"
:be: Belgien ^03.11.2021^,145.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^04.11.2021^,144.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^04.11.2021^,143.59,Pfizer/BioNTech
:bn: Brunei ^03.11.2021^,141.84,"Oxford/AstraZeneca, Sinopharm/Beijing"
:au: Australien ^04.11.2021^,141.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^03.11.2021^,140.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^31.10.2021^,139.67,"Pfizer/BioNTech, Sputnik V"
:mv: Malediven ^02.11.2021^,138.6,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mu: Mauritius ^04.11.2021^,138.21,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^04.11.2021^,137.59,"Pfizer/BioNTech, Sinovac"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:cy: Zypern ^03.11.2021^,136.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lk: Sri Lanka ^04.11.2021^,136.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:de: Deutschland ^03.11.2021^,134.12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^04.11.2021^,133.84,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sv: El Salvador ^04.11.2021^,133.08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:ad: Andorra ^03.10.2021^,132.76,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^30.10.2021^,132.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^31.10.2021^,132.02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:fj: Fidschi ^01.11.2021^,131.71,Oxford/AstraZeneca
:sa: Saudi-Arabien ^04.11.2021^,130.8,"Oxford/AstraZeneca, Pfizer/BioNTech"
:br: Brasilien ^04.11.2021^,129.85,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:at: Österreich ^03.11.2021^,128.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^02.11.2021^,128.18,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cr: Costa Rica ^01.11.2021^,127.79,"Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^01.11.2021^,127.38,"Moderna, Pfizer/BioNTech"
:ch: Schweiz ^01.11.2021^,127.23,"Moderna, Pfizer/BioNTech"
:us: Vereinigte Staaten ^04.11.2021^,126.88,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:lt: Litauen ^03.11.2021^,126.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^16.09.2021^,126.47,Pfizer/BioNTech
:pa: Panama ^04.11.2021^,124.82,"Oxford/AstraZeneca, Pfizer/BioNTech"
:tm: Turkmenistan ^29.08.2021^,123.91,"EpiVacCorona, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:gr: Griechenland ^04.11.2021^,123.66,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^03.11.2021^,121.99,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:ec: Ecuador ^19.10.2021^,120.15,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cz: Tschechien ^04.11.2021^,115.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^03.11.2021^,111.25,"Oxford/AstraZeneca, Pfizer/BioNTech"
:th: Thailand ^03.11.2021^,110.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:ee: Estland ^03.11.2021^,108.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:om: Oman ^23.10.2021^,108.74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:ag: Antigua und Barbuda ^30.10.2021^,107.76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:lv: Lettland ^04.11.2021^,106.79,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:pe: Peru ^03.11.2021^,105.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:ir: Iran ^02.11.2021^,104.97,"COVIran Barekat, Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Soberana02, Sputnik V"
:rs: Serbien ^03.11.2021^,104.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:pl: Polen ^03.11.2021^,103.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
