Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^02.03.2021^,96.07,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^01.03.2021^,81.48,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^02.03.2021^,61.62,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^01.03.2021^,31.41,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^02.03.2021^,23.51,"Moderna, Pfizer/BioNTech"
:mv: Malediven ^02.03.2021^,22.88,Oxford/AstraZeneca
:rs: Serbien ^02.03.2021^,22.07,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^02.03.2021^,19.15,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^01.03.2021^,18.54,Pfizer/BioNTech
:bh: Bahrain ^02.03.2021^,17.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bb: Barbados ^28.02.2021^,13.44,Oxford/AstraZeneca
:dk: Dänemark ^01.03.2021^,10.97,"Moderna, Pfizer/BioNTech"
:tr: Türkei ^02.03.2021^,10.76,Sinovac
:ma: Marokko ^02.03.2021^,10.71,"Oxford/AstraZeneca, Sinopharm/Beijing"
:hu: Ungarn ^02.03.2021^,10.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:is: Island ^02.03.2021^,9.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^02.03.2021^,9.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^28.02.2021^,9.3,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^02.03.2021^,9.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^01.03.2021^,9.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^01.03.2021^,8.97,Pfizer/BioNTech
:pl: Polen ^01.03.2021^,8.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^27.02.2021^,8.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^02.03.2021^,8.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^26.02.2021^,8.7,Pfizer/BioNTech
:pt: Portugal ^02.03.2021^,8.68,"Moderna, Pfizer/BioNTech"
:fi: Finnland ^01.03.2021^,8.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^01.03.2021^,8.39,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^01.03.2021^,8.39,Pfizer/BioNTech
:es: Spanien ^01.03.2021^,8.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^01.03.2021^,8.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^02.03.2021^,7.93,"Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^02.03.2021^,7.88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^02.03.2021^,7.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^01.03.2021^,7.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^01.03.2021^,7.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^01.03.2021^,6.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^28.02.2021^,6.81,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^02.03.2021^,6.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^01.03.2021^,6.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:nl: Niederlande ^01.03.2021^,5.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^02.03.2021^,5.35,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^01.03.2021^,5.19,Pfizer/BioNTech
:qa: Katar ^18.02.2021^,4.86,Pfizer/BioNTech
:br: Brasilien ^02.03.2021^,4.16,"Oxford/AstraZeneca, Sinovac"
:kw: Kuwait ^15.02.2021^,4.1,Pfizer/BioNTech
:cn: Volksrepublik China ^28.02.2021^,3.65,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:ru: Russland ^02.03.2021^,3.6,"EpiVacCorona, Sputnik V"
:lv: Lettland ^02.03.2021^,3.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bg: Bulgarien ^02.03.2021^,3.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^26.02.2021^,3.27,Pfizer/BioNTech
:cr: Costa Rica ^01.03.2021^,2.94,Pfizer/BioNTech
:az: Aserbaidschan ^01.03.2021^,2.89,"Oxford/AstraZeneca, Sputnik V"
:pa: Panama ^27.02.2021^,2.65,Pfizer/BioNTech
:lk: Sri Lanka ^02.03.2021^,2.59,Oxford/AstraZeneca
:sa: Saudi-Arabien ^02.03.2021^,2.54,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^02.03.2021^,2.49,Sputnik V
:bd: Bangladesch ^02.03.2021^,2.03,Oxford/AstraZeneca
:mx: Mexiko ^02.03.2021^,2.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:jo: Jordanien ^25.02.2021^,1.47,"Pfizer/BioNTech, Sinopharm/Beijing"
:np: Nepal ^20.02.2021^,1.38,Oxford/AstraZeneca
:om: Oman ^23.02.2021^,1.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
:in: Indien ^02.03.2021^,1.13,"Covaxin, Oxford/AstraZeneca"
:id: Indonesien ^02.03.2021^,1.11,Sinovac
:pe: Peru ^01.03.2021^,0.88,Sinopharm/Beijing
:sm: San Marino ^01.03.2021^,0.81,Sputnik V
:uy: Uruguay ^02.03.2021^,0.8,Sinovac
:lb: Libanon ^02.03.2021^,0.67,Pfizer/BioNTech
:al: Albanien ^01.03.2021^,0.5,Pfizer/BioNTech
:co: Kolumbien ^02.03.2021^,0.33,Pfizer/BioNTech
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:sv: El Salvador ^25.02.2021^,0.25,Oxford/AstraZeneca
:gy: Guyana ^22.02.2021^,0.24,Oxford/AstraZeneca
:me: Montenegro ^01.03.2021^,0.24,Sputnik V
:ec: Ecuador ^01.03.2021^,0.24,Pfizer/BioNTech
:do: Dominikanische Republik ^24.02.2021^,0.24,Oxford/AstraZeneca
:by: Belarus ^18.02.2021^,0.22,Sputnik V
:sn: Senegal ^01.03.2021^,0.21,Sinopharm/Beijing
:mm: Myanmar ^02.02.2021^,0.19,Oxford/AstraZeneca
:zw: Simbabwe ^02.03.2021^,0.17,Sinopharm/Beijing
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
":kr: Korea, Süd ^02.03.2021^",0.17,Oxford/AstraZeneca
:au: Australien ^02.03.2021^,0.16,Pfizer/BioNTech
:mn: Mongolei ^26.02.2021^,0.15,Oxford/AstraZeneca
:kh: Kambodscha ^01.03.2021^,0.15,Sinopharm/Beijing
:za: Südafrika ^28.02.2021^,0.12,Johnson&Johnson
:kz: Kasachstan ^24.02.2021^,0.12,Sputnik V
:bo: Bolivien ^11.02.2021^,0.09,Sputnik V
:my: Malaysia ^01.03.2021^,0.08,Sinovac
:hn: Honduras ^28.02.2021^,0.03,Moderna
:tt: Trinidad und Tobago ^22.02.2021^,0.03,Oxford/AstraZeneca
:jp: Japan ^02.03.2021^,0.03,Pfizer/BioNTech
:nz: Neuseeland ^28.02.2021^,0.03,Pfizer/BioNTech
:pk: Pakistan ^21.02.2021^,0.03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:ua: Ukraine ^02.03.2021^,0.02,Oxford/AstraZeneca
:gt: Guatemala ^01.03.2021^,0.01,Sinovac
:py: Paraguay ^25.02.2021^,0.01,Sputnik V
:ir: Iran ^17.02.2021^,0.01,Sputnik V
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:th: Thailand ^01.03.2021^,0.0,Sinovac
:ve: Venezuela ^22.02.2021^,0.0,Sputnik V
