Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^27.10.2021^,225.93,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^29.10.2021^,210.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^29.10.2021^,189.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cl: Chile ^26.10.2021^,185.45,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^29.10.2021^,180.72,"Moderna, Pfizer/BioNTech"
:sg: Singapur ^27.10.2021^,171.19,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^28.10.2021^,170.21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^26.10.2021^,168.36,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:is: Island ^28.10.2021^,166.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^29.10.2021^,164.84,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^25.10.2021^,161.43,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:pt: Portugal ^25.10.2021^,159.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^29.10.2021^,158.08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^27.10.2021^,156.09,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:ca: Kanada ^29.10.2021^,153.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^28.10.2021^,153.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^28.10.2021^,152.11,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
":kr: Korea, Süd ^29.10.2021^",152.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^27.10.2021^,151.27,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^28.10.2021^,150.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:jp: Japan ^28.10.2021^,149.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^29.10.2021^,148.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^27.10.2021^,146.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^28.10.2021^,146.3,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^29.10.2021^,145.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^26.10.2021^,145.06,"Moderna, Pfizer/BioNTech"
:be: Belgien ^28.10.2021^,144.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^29.10.2021^,143.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^24.10.2021^,141.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:nz: Neuseeland ^29.10.2021^,140.01,Pfizer/BioNTech
:nl: Niederlande ^27.10.2021^,139.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^24.10.2021^,139.09,"Pfizer/BioNTech, Sputnik V"
:mv: Malediven ^24.10.2021^,137.75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:au: Australien ^29.10.2021^,137.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^28.10.2021^,137.42,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:tr: Türkei ^29.10.2021^,136.55,"Pfizer/BioNTech, Sinovac"
:cy: Zypern ^27.10.2021^,135.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^24.10.2021^,134.22,"Oxford/AstraZeneca, Sinopharm/Beijing"
