Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^05.12.2021^,253.16,"Abdala, Soberana02"
:cl: Chile ^06.12.2021^,216.75,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ae: Vereinigte Arabische Emirate ^15.11.2021^,215.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:is: Island ^07.12.2021^,196.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^07.12.2021^,196.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mt: Malta ^06.12.2021^,189.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^05.11.2021^,184.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:sc: Seychellen ^29.11.2021^,181.44,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^07.12.2021^,177.78,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:pt: Portugal ^06.12.2021^,176.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:il: Israel ^07.12.2021^,175.2,"Moderna, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^06.12.2021^,173.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^06.12.2021^,172.75,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:bn: Brunei ^07.12.2021^,172.62,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bh: Bahrain ^07.12.2021^,171.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^07.12.2021^,171.58,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^02.12.2021^,170.2,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
":kr: Korea, Süd ^07.12.2021^",170.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^06.12.2021^,169.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^06.12.2021^,166.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^06.12.2021^,165.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^07.12.2021^,165.48,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:it: Italien ^07.12.2021^,165.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^07.12.2021^,163.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^06.12.2021^,162.33,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^06.12.2021^,161.2,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^06.12.2021^,160.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^07.12.2021^,160.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:jp: Japan ^06.12.2021^,156.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^07.12.2021^,154.46,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:au: Australien ^07.12.2021^,154.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^07.12.2021^,153.87,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:kw: Kuwait ^05.12.2021^,152.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:hu: Ungarn ^07.12.2021^,152.12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cy: Zypern ^04.12.2021^,152.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
