Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^21.09.2021^,195.67,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^21.09.2021^,174.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^21.09.2021^,168.06,"Moderna, Pfizer/BioNTech"
:cu: Kuba ^20.09.2021^,165.7,"Abdala, Soberana02"
:cl: Chile ^21.09.2021^,161.5,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^21.09.2021^,159.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^21.09.2021^,159.56,"Moderna, Pfizer/BioNTech"
:mt: Malta ^21.09.2021^,158.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^21.09.2021^,155.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^21.09.2021^,155.63,"Moderna, Pfizer/BioNTech, Sinovac"
:cn: Volksrepublik China ^21.09.2021^,151.13,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:dk: Dänemark ^21.09.2021^,150.42,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:sc: Seychellen ^16.09.2021^,150.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:es: Spanien ^21.09.2021^,148.78,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^21.09.2021^,145.32,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ca: Kanada ^21.09.2021^,145.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^21.09.2021^,143.42,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^21.09.2021^,141.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^21.09.2021^,140.12,"Moderna, Pfizer/BioNTech"
:sm: San Marino ^21.09.2021^,138.44,"Pfizer/BioNTech, Sputnik V"
:it: Italien ^21.09.2021^,137.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:gb: Vereinigtes Königreich ^21.09.2021^,136.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^15.09.2021^,136.56,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^21.09.2021^,134.65,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:bt: Bhutan ^12.09.2021^,134.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:fi: Finnland ^21.09.2021^,133.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^20.09.2021^,133.12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:se: Schweden ^21.09.2021^,132.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^21.09.2021^,131.35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:nl: Niederlande ^19.09.2021^,129.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^21.09.2021^,128.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^15.09.2021^,127.68,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:mc: Monaco ^16.09.2021^,126.47,Pfizer/BioNTech
:de: Deutschland ^21.09.2021^,126.42,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^21.09.2021^,124.86,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:tr: Türkei ^21.09.2021^,124.72,"Pfizer/BioNTech, Sinovac"
:lt: Litauen ^20.09.2021^,124.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:jp: Japan ^21.09.2021^,122.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^17.09.2021^,122.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^29.08.2021^,120.78,"Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^21.09.2021^,120.48,"Moderna, Pfizer/BioNTech"
:at: Österreich ^21.09.2021^,118.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^21.09.2021^,116.92,"Moderna, Pfizer/BioNTech"
:sa: Saudi-Arabien ^21.09.2021^,116.51,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ec: Ecuador ^19.09.2021^,116.35,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:lk: Sri Lanka ^21.09.2021^,115.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:pa: Panama ^21.09.2021^,115.53,"Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^21.09.2021^,115.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^21.09.2021^,115.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
":kr: Korea, Süd ^21.09.2021^",111.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sv: El Salvador ^21.09.2021^,110.22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cz: Tschechien ^21.09.2021^,109.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^21.09.2021^,108.17,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:fj: Fidschi ^21.09.2021^,108.02,Oxford/AstraZeneca
:do: Dominikanische Republik ^21.09.2021^,106.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:br: Brasilien ^21.09.2021^,105.1,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ma: Marokko ^19.09.2021^,102.92,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cr: Costa Rica ^20.09.2021^,102.71,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^21.09.2021^,101.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^21.09.2021^,99.65,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^21.09.2021^,99.11,Pfizer/BioNTech
:pl: Polen ^21.09.2021^,97.91,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:au: Australien ^21.09.2021^,97.38,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^20.09.2021^,94.11,"Oxford/AstraZeneca, Sinopharm/Beijing"
:rs: Serbien ^21.09.2021^,93.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:tv: Tuvalu ^10.09.2021^,91.08,Oxford/AstraZeneca
:om: Oman ^20.09.2021^,88.76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:kn: St. Kitts und Nevis ^17.09.2021^,87.56,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^21.09.2021^,85.34,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lv: Lettland ^21.09.2021^,85.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^17.09.2021^,82.97,Oxford/AstraZeneca
:hr: Kroatien ^21.09.2021^,82.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:az: Aserbaidschan ^21.09.2021^,78.68,"Oxford/AstraZeneca, Sinovac, Sputnik V"
