Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^30.06.2021^,154.51,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^29.06.2021^,150.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^24.06.2021^,140.31,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sm: San Marino ^29.06.2021^,130.92,"Pfizer/BioNTech, Sputnik V"
:bh: Bahrain ^30.06.2021^,124.72,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:il: Israel ^30.06.2021^,124.26,"Moderna, Pfizer/BioNTech"
:cl: Chile ^28.06.2021^,117.74,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^30.06.2021^,117.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^29.06.2021^,114.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^28.06.2021^,113.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:uy: Uruguay ^30.06.2021^,113.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:qa: Katar ^30.06.2021^,109.16,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^30.06.2021^,99.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^30.06.2021^,97.63,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mv: Malediven ^29.06.2021^,93.81,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mc: Monaco ^24.06.2021^,93.29,Pfizer/BioNTech
:be: Belgien ^29.06.2021^,93.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^28.06.2021^,91.72,"Moderna, Pfizer/BioNTech, Sinovac"
:nl: Niederlande ^30.06.2021^,90.53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^28.06.2021^,88.43,"Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^29.06.2021^,88.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^29.06.2021^,88.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^24.06.2021^,87.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^30.06.2021^,86.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^30.06.2021^,86.48,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:nr: Nauru ^29.06.2021^,85.96,Oxford/AstraZeneca
:pt: Portugal ^30.06.2021^,85.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^30.06.2021^,85.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^29.06.2021^,84.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^30.06.2021^,84.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^27.06.2021^,83.62,"Moderna, Pfizer/BioNTech"
:li: Liechtenstein ^27.06.2021^,82.21,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^30.06.2021^,80.51,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^28.06.2021^,78.57,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^30.06.2021^,77.13,"Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^30.06.2021^,76.92,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^30.06.2021^,76.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^29.06.2021^,76.36,Oxford/AstraZeneca
:pl: Polen ^29.06.2021^,76.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^20.06.2021^,75.63,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:no: Norwegen ^29.06.2021^,75.45,"Moderna, Pfizer/BioNTech"
:ie: Irland ^20.06.2021^,74.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^20.06.2021^,72.59,Pfizer/BioNTech
:si: Slowenien ^30.06.2021^,71.77,"Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^29.06.2021^,71.41,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:ee: Estland ^29.06.2021^,71.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^29.06.2021^,65.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^26.06.2021^,65.28,Oxford/AstraZeneca
:bt: Bhutan ^27.06.2021^,62.9,"Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^29.06.2021^,62.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lv: Lettland ^30.06.2021^,60.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^30.06.2021^,59.08,"Pfizer/BioNTech, Sinovac"
:bb: Barbados ^29.06.2021^,57.84,Oxford/AstraZeneca
:mu: Mauritius ^24.06.2021^,55.59,"BBIBP-CorV, Covaxin, Oxford/AstraZeneca"
:dm: Dominica ^25.06.2021^,54.6,"BBIBP-CorV, Oxford/AstraZeneca"
:ma: Marokko ^30.06.2021^,51.77,"Oxford/AstraZeneca, Sinopharm/Beijing"
:cu: Kuba ^28.06.2021^,51.63,"Abdala, Soberana02"
:sa: Saudi-Arabien ^30.06.2021^,51.36,"Oxford/AstraZeneca, Pfizer/BioNTech"
:cr: Costa Rica ^28.06.2021^,47.91,"Oxford/AstraZeneca, Pfizer/BioNTech"
:br: Brasilien ^30.06.2021^,47.74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ro: Rumänien ^29.06.2021^,46.46,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:me: Montenegro ^30.06.2021^,45.99,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ar: Argentinien ^30.06.2021^,45.45,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:kh: Kambodscha ^30.06.2021^,43.37,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:gy: Guyana ^29.06.2021^,43.23,"Oxford/AstraZeneca, Sputnik V"
:sv: El Salvador ^25.06.2021^,41.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:tv: Tuvalu ^15.06.2021^,40.47,Oxford/AstraZeneca
":kr: Korea, Süd ^30.06.2021^",37.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:jo: Jordanien ^30.06.2021^,37.52,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:fj: Fidschi ^29.06.2021^,35.95,Oxford/AstraZeneca
:pa: Panama ^29.06.2021^,35.56,"Oxford/AstraZeneca, Pfizer/BioNTech"
:jp: Japan ^30.06.2021^,35.51,"Moderna, Pfizer/BioNTech"
:co: Kolumbien ^29.06.2021^,35.26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mx: Mexiko ^29.06.2021^,34.99,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:az: Aserbaidschan ^30.06.2021^,34.63,"Oxford/AstraZeneca, Sinovac, Sputnik V"
:sr: Suriname ^30.06.2021^,33.44,Oxford/AstraZeneca
:al: Albanien ^29.06.2021^,33.2,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:au: Australien ^30.06.2021^,29.98,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lc: St. Lucia ^30.06.2021^,28.74,Oxford/AstraZeneca
:kz: Kasachstan ^30.06.2021^,28.42,"QazVac, Sinopharm/HayatVax, Sputnik V"
:to: Tonga ^01.06.2021^,28.36,Oxford/AstraZeneca
:gd: Grenada ^25.06.2021^,27.99,Oxford/AstraZeneca
:ws: Samoa ^29.06.2021^,27.55,Oxford/AstraZeneca
:ru: Russland ^30.06.2021^,27.43,"EpiVacCorona, Sputnik V"
:bz: Belize ^23.06.2021^,26.66,"Oxford/AstraZeneca, Sinopharm/Beijing"
:mk: Nordmazedonien ^29.06.2021^,26.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:bg: Bulgarien ^30.06.2021^,25.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^30.06.2021^,24.98,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:in: Indien ^30.06.2021^,23.85,"Covaxin, Oxford/AstraZeneca, Sputnik V"
:nz: Neuseeland ^29.06.2021^,23.84,Pfizer/BioNTech
:ec: Ecuador ^29.06.2021^,23.54,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:bs: Bahamas ^26.06.2021^,23.16,Oxford/AstraZeneca
:vc: St. Vincent und die Grenadinen ^28.06.2021^,22.3,Oxford/AstraZeneca
:pe: Peru ^28.06.2021^,21.94,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:bo: Bolivien ^30.06.2021^,21.84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:tt: Trinidad und Tobago ^30.06.2021^,21.62,Oxford/AstraZeneca
:om: Oman ^28.06.2021^,20.85,"Oxford/AstraZeneca, Pfizer/BioNTech"
