Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^09.09.2021^,187.27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^09.09.2021^,168.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^09.09.2021^,163.0,"Moderna, Pfizer/BioNTech"
:cl: Chile ^08.09.2021^,155.75,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:qa: Katar ^09.09.2021^,155.66,"Moderna, Pfizer/BioNTech"
:is: Island ^09.09.2021^,155.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^06.09.2021^,152.23,"Moderna, Pfizer/BioNTech, Sinovac"
:pt: Portugal ^09.09.2021^,149.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^08.09.2021^,148.77,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^09.09.2021^,147.47,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:es: Spanien ^08.09.2021^,145.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^09.08.2021^,145.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bh: Bahrain ^09.09.2021^,143.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ca: Kanada ^09.09.2021^,142.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^08.09.2021^,140.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^08.09.2021^,139.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^08.09.2021^,136.91,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^20.08.2021^,136.03,Oxford/AstraZeneca
:gb: Vereinigtes Königreich ^08.09.2021^,134.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^07.09.2021^,134.68,"Abdala, Soberana02"
:no: Norwegen ^08.09.2021^,134.18,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^08.09.2021^,134.07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^30.08.2021^,134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:it: Italien ^09.09.2021^,133.01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^09.09.2021^,130.84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:se: Schweden ^09.09.2021^,128.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^05.09.2021^,128.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^08.09.2021^,128.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^07.09.2021^,127.83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:cy: Zypern ^08.09.2021^,125.62,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^09.09.2021^,124.97,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:de: Deutschland ^09.09.2021^,123.74,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
