Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^17.02.2021^,79.48,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^16.02.2021^,61.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^17.02.2021^,53.43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^16.02.2021^,24.3,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^17.02.2021^,16.83,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^17.02.2021^,15.14,"Pfizer/BioNTech, Sinopharm/Beijing"
:rs: Serbien ^17.02.2021^,13.9,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^16.02.2021^,12.62,Pfizer/BioNTech
:cl: Chile ^16.02.2021^,12.43,"Pfizer/BioNTech, Sinovac"
:mv: Malediven ^16.02.2021^,9.26,Oxford/AstraZeneca
:dk: Dänemark ^16.02.2021^,7.54,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^13.02.2021^,6.77,Pfizer/BioNTech
:ro: Rumänien ^17.02.2021^,6.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^17.02.2021^,6.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^14.02.2021^,6.25,"Moderna, Pfizer/BioNTech"
:tr: Türkei ^17.02.2021^,6.19,Sinovac
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:lt: Litauen ^17.02.2021^,6.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^16.02.2021^,5.9,Pfizer/BioNTech
:pl: Polen ^16.02.2021^,5.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^16.02.2021^,5.81,"Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^17.02.2021^,5.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^16.02.2021^,5.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^16.02.2021^,5.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^17.02.2021^,5.64,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ie: Irland ^14.02.2021^,5.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^17.02.2021^,5.46,"Moderna, Pfizer/BioNTech"
