Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:mt: Malta ^24.07.2021^,168.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^25.07.2021^,166.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sc: Seychellen ^22.07.2021^,143.82,"Oxford/AstraZeneca, Sinopharm/Beijing"
:is: Island ^23.07.2021^,137.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^25.07.2021^,134.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^25.07.2021^,133.67,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:nr: Nauru ^20.07.2021^,133.63,Oxford/AstraZeneca
:sm: San Marino ^22.07.2021^,133.2,"Pfizer/BioNTech, Sputnik V"
:cl: Chile ^23.07.2021^,132.36,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^25.07.2021^,127.89,"Moderna, Pfizer/BioNTech"
:qa: Katar ^25.07.2021^,127.11,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^25.07.2021^,126.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^25.07.2021^,124.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^24.07.2021^,123.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^24.07.2021^,121.89,"Moderna, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^25.07.2021^,120.48,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:be: Belgien ^25.07.2021^,118.95,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^22.07.2021^,114.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^25.07.2021^,113.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^25.07.2021^,112.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^25.07.2021^,112.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^25.07.2021^,108.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^24.07.2021^,107.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^24.07.2021^,107.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:cn: Volksrepublik China ^25.07.2021^,107.71,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:lu: Luxemburg ^22.07.2021^,107.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^25.07.2021^,106.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.07.2021^,106.58,"Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^25.07.2021^,104.46,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^22.07.2021^,103.53,Pfizer/BioNTech
:us: Vereinigte Staaten ^25.07.2021^,102.21,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:li: Liechtenstein ^22.07.2021^,101.78,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^22.07.2021^,100.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^22.07.2021^,100.63,"Moderna, Pfizer/BioNTech"
:se: Schweden ^23.07.2021^,100.43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^25.07.2021^,97.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^25.07.2021^,97.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^22.07.2021^,94.14,"Moderna, Pfizer/BioNTech"
:lt: Litauen ^25.07.2021^,94.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^25.07.2021^,93.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^24.07.2021^,89.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:pl: Polen ^25.07.2021^,89.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^24.07.2021^,86.14,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:ee: Estland ^25.07.2021^,83.17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^23.07.2021^,81.2,Oxford/AstraZeneca
:si: Slowenien ^25.07.2021^,81.1,"Oxford/AstraZeneca, Pfizer/BioNTech"
