Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^12.10.2021^,206.74,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^14.10.2021^,206.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^14.10.2021^,185.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^14.10.2021^,178.78,"Moderna, Pfizer/BioNTech"
:cl: Chile ^13.10.2021^,175.62,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^13.10.2021^,165.55,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^13.10.2021^,164.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^14.10.2021^,163.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^14.10.2021^,163.14,"Moderna, Pfizer/BioNTech"
:pt: Portugal ^11.10.2021^,158.39,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^14.10.2021^,154.22,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^14.10.2021^,153.95,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:kh: Kambodscha ^13.10.2021^,152.08,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:es: Spanien ^13.10.2021^,151.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^13.10.2021^,151.57,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ca: Kanada ^14.10.2021^,150.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^16.09.2021^,150.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ie: Irland ^12.10.2021^,145.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^13.10.2021^,144.36,"Moderna, Pfizer/BioNTech"
:it: Italien ^14.10.2021^,144.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^13.10.2021^,143.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^13.10.2021^,143.22,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^14.10.2021^,141.75,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:jp: Japan ^14.10.2021^,141.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^14.10.2021^,141.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^10.10.2021^,139.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:se: Schweden ^14.10.2021^,138.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^13.10.2021^,138.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^13.10.2021^,138.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^03.10.2021^,138.28,"Pfizer/BioNTech, Sputnik V"
":kr: Korea, Süd ^14.10.2021^",138.12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:mv: Malediven ^11.10.2021^,136.29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mu: Mauritius ^14.10.2021^,134.58,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^14.10.2021^,133.37,"Pfizer/BioNTech, Sinovac"
:cy: Zypern ^12.10.2021^,132.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^26.09.2021^,131.9,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^14.10.2021^,131.83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:de: Deutschland ^14.10.2021^,130.78,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
