Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^16.02.2021^,78.09,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^13.02.2021^,56.92,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^16.02.2021^,52.56,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^15.02.2021^,23.75,"Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^16.02.2021^,18.36,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^16.02.2021^,16.51,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^16.02.2021^,14.87,"Pfizer/BioNTech, Sinopharm/Beijing"
:cl: Chile ^16.02.2021^,12.43,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^15.02.2021^,12.15,Pfizer/BioNTech
:mv: Malediven ^16.02.2021^,9.26,Oxford/AstraZeneca
:dk: Dänemark ^15.02.2021^,7.28,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^11.02.2021^,6.36,Pfizer/BioNTech
:ch: Schweiz ^14.02.2021^,6.24,"Moderna, Pfizer/BioNTech"
:ro: Rumänien ^16.02.2021^,6.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:is: Island ^16.02.2021^,5.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^15.02.2021^,5.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^15.02.2021^,5.74,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^15.02.2021^,5.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^15.02.2021^,5.7,Pfizer/BioNTech
:no: Norwegen ^15.02.2021^,5.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^15.02.2021^,5.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^16.02.2021^,5.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^16.02.2021^,5.49,Sinovac
:ie: Irland ^13.02.2021^,5.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^16.02.2021^,5.29,"Moderna, Pfizer/BioNTech"
:ee: Estland ^16.02.2021^,5.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^16.02.2021^,5.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^16.02.2021^,5.16,"Oxford/AstraZeneca, Sinopharm/Beijing"
:fi: Finnland ^16.02.2021^,5.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^15.02.2021^,5.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^16.02.2021^,5.01,"Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^15.02.2021^,4.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^15.02.2021^,4.9,Pfizer/BioNTech
:fr: Frankreich ^15.02.2021^,4.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^10.02.2021^,4.38,Pfizer/BioNTech
:cz: Tschechien ^15.02.2021^,4.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^15.02.2021^,3.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^16.02.2021^,3.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^16.02.2021^,3.46,"Moderna, Pfizer/BioNTech"
:kw: Kuwait ^15.02.2021^,3.21,Pfizer/BioNTech
:li: Liechtenstein ^14.02.2021^,3.05,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^15.02.2021^,2.94,Pfizer/BioNTech
:cn: Volksrepublik China ^09.02.2021^,2.82,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:ru: Russland ^10.02.2021^,2.67,Sputnik V
:br: Brasilien ^16.02.2021^,2.64,"Oxford/AstraZeneca, Sinovac"
:om: Oman ^16.02.2021^,2.13,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lv: Lettland ^16.02.2021^,2.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cr: Costa Rica ^15.02.2021^,1.9,Pfizer/BioNTech
:qa: Katar ^28.01.2021^,1.74,Pfizer/BioNTech
:ad: Andorra ^10.02.2021^,1.67,Pfizer/BioNTech
:ar: Argentinien ^16.02.2021^,1.35,Sputnik V
:sa: Saudi-Arabien ^16.02.2021^,1.33,Pfizer/BioNTech
:bg: Bulgarien ^16.02.2021^,1.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lk: Sri Lanka ^16.02.2021^,0.92,Oxford/AstraZeneca
