Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^04.09.2021^,184.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^04.09.2021^,164.72,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^04.09.2021^,160.43,"Moderna, Pfizer/BioNTech"
:mt: Malta ^04.09.2021^,155.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^03.09.2021^,154.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^04.09.2021^,153.71,"Moderna, Pfizer/BioNTech"
:cl: Chile ^03.09.2021^,153.21,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^02.09.2021^,151.22,"Moderna, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^03.09.2021^,148.12,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:pt: Portugal ^03.09.2021^,146.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^04.09.2021^,145.43,"CanSino, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:sc: Seychellen ^09.08.2021^,145.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bh: Bahrain ^04.09.2021^,143.11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^02.09.2021^,142.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^04.09.2021^,141.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^02.09.2021^,139.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^03.09.2021^,138.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^01.09.2021^,136.89,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^20.08.2021^,136.03,Oxford/AstraZeneca
:gb: Vereinigtes Königreich ^03.09.2021^,134.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^30.08.2021^,134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:fr: Frankreich ^02.09.2021^,131.22,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^04.09.2021^,130.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^02.09.2021^,130.68,"Moderna, Pfizer/BioNTech"
:mn: Mongolei ^04.09.2021^,130.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:nl: Niederlande ^04.09.2021^,128.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^01.09.2021^,126.61,"Abdala, Soberana02"
:mv: Malediven ^31.08.2021^,126.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:se: Schweden ^03.09.2021^,126.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^04.09.2021^,125.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^02.09.2021^,123.99,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^02.09.2021^,123.21,Pfizer/BioNTech
:mu: Mauritius ^01.09.2021^,122.89,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:de: Deutschland ^02.09.2021^,122.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^02.09.2021^,121.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:lu: Luxemburg ^03.09.2021^,120.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^04.09.2021^,119.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^15.08.2021^,118.49,"Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^04.09.2021^,116.3,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^04.09.2021^,113.78,"Pfizer/BioNTech, Sinovac"
