Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^15.11.2021^,243.59,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^15.11.2021^,215.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^14.11.2021^,203.68,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^17.11.2021^,192.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^05.11.2021^,184.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mt: Malta ^16.11.2021^,177.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^15.11.2021^,175.55,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:il: Israel ^17.11.2021^,172.8,"Moderna, Pfizer/BioNTech"
:is: Island ^16.11.2021^,171.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^16.11.2021^,167.16,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:qa: Katar ^17.11.2021^,167.03,"Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^17.11.2021^,166.86,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^17.11.2021^,162.43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^16.11.2021^,161.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^17.11.2021^",160.62,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^15.11.2021^,160.39,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^16.11.2021^,158.67,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^17.11.2021^,158.45,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ca: Kanada ^17.11.2021^,157.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^17.11.2021^,156.71,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:jp: Japan ^17.11.2021^,154.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^17.11.2021^,153.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^16.11.2021^,153.34,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:fr: Frankreich ^16.11.2021^,150.53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^17.11.2021^,148.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^17.11.2021^,148.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
