Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^20.04.2021^,119.63,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^19.04.2021^,118.93,"Oxford/AstraZeneca, Sinopharm/Beijing"
:cl: Chile ^19.04.2021^,69.85,"Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^20.04.2021^,65.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sm: San Marino ^18.04.2021^,64.54,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^19.04.2021^,64.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^19.04.2021^,64.02,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^20.04.2021^,63.8,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:bt: Bhutan ^19.04.2021^,62.06,Oxford/AstraZeneca
:mv: Malediven ^19.04.2021^,62.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mc: Monaco ^15.04.2021^,58.49,Pfizer/BioNTech
:hu: Ungarn ^20.04.2021^,49.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:rs: Serbien ^18.04.2021^,45.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^20.04.2021^,45.0,Pfizer/BioNTech
:uy: Uruguay ^20.04.2021^,41.34,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^18.04.2021^,37.84,"Moderna, Pfizer/BioNTech"
:is: Island ^19.04.2021^,29.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^20.04.2021^,29.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^17.04.2021^,29.24,Oxford/AstraZeneca
:at: Österreich ^20.04.2021^,28.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^20.04.2021^,28.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^19.04.2021^,27.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^20.04.2021^,27.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
