Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^28.03.2021^,114.77,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^24.03.2021^,98.15,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^28.03.2021^,81.71,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^28.03.2021^,50.46,"Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^27.03.2021^,49.61,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^19.03.2021^,46.07,Pfizer/BioNTech
:bh: Bahrain ^28.03.2021^,43.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^28.03.2021^,42.95,Oxford/AstraZeneca
:us: Vereinigte Staaten ^28.03.2021^,42.9,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^27.03.2021^,40.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^28.03.2021^,34.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sm: San Marino ^26.03.2021^,30.37,Sputnik V
:hu: Ungarn ^28.03.2021^,27.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ag: Antigua und Barbuda ^25.03.2021^,26.98,Oxford/AstraZeneca
:qa: Katar ^28.03.2021^,25.7,Pfizer/BioNTech
:bb: Barbados ^26.03.2021^,22.16,Oxford/AstraZeneca
:ma: Marokko ^27.03.2021^,20.68,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ee: Estland ^28.03.2021^,19.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^23.03.2021^,18.96,"Moderna, Pfizer/BioNTech"
:dm: Dominica ^11.03.2021^,18.84,Oxford/AstraZeneca
:dk: Dänemark ^27.03.2021^,18.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^26.03.2021^,17.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^28.03.2021^,17.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^27.03.2021^,17.37,"Pfizer/BioNTech, Sinovac"
:at: Österreich ^28.03.2021^,17.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^27.03.2021^,16.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^28.03.2021^,16.48,Pfizer/BioNTech
:kn: St. Kitts und Nevis ^27.03.2021^,16.12,Oxford/AstraZeneca
:no: Norwegen ^25.03.2021^,15.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^28.03.2021^,15.69,"Moderna, Pfizer/BioNTech"
:it: Italien ^28.03.2021^,15.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^28.03.2021^,15.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^24.03.2021^,15.51,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^27.03.2021^,15.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^25.03.2021^,15.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^28.03.2021^,15.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^27.03.2021^,15.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^26.03.2021^,15.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^27.03.2021^,14.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^27.03.2021^,14.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^20.03.2021^,14.78,Pfizer/BioNTech
:uy: Uruguay ^28.03.2021^,14.69,"Pfizer/BioNTech, Sinovac"
:cz: Tschechien ^28.03.2021^,14.68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^26.03.2021^,14.68,"Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^23.03.2021^,14.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^28.03.2021^,13.55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^25.03.2021^,13.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^24.03.2021^,13.09,"Moderna, Pfizer/BioNTech"
:nl: Niederlande ^21.03.2021^,12.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.03.2021^,12.02,Pfizer/BioNTech
:sa: Saudi-Arabien ^28.03.2021^,11.85,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lc: St. Lucia ^19.03.2021^,11.03,Oxford/AstraZeneca
:hr: Kroatien ^26.03.2021^,10.15,Pfizer/BioNTech
:vc: St. Vincent und die Grenadinen ^19.03.2021^,8.46,Oxford/AstraZeneca
:mn: Mongolei ^27.03.2021^,8.42,Oxford/AstraZeneca
:br: Brasilien ^28.03.2021^,8.33,"Oxford/AstraZeneca, Sinovac"
:pa: Panama ^27.03.2021^,8.18,Pfizer/BioNTech
:ar: Argentinien ^28.03.2021^,8.02,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:gd: Grenada ^15.03.2021^,7.65,Oxford/AstraZeneca
:cn: Volksrepublik China ^28.03.2021^,7.41,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:do: Dominikanische Republik ^23.03.2021^,7.37,"Oxford/AstraZeneca, Sinovac"
:ru: Russland ^22.03.2021^,7.26,"EpiVacCorona, Sputnik V"
:cr: Costa Rica ^24.03.2021^,6.83,Pfizer/BioNTech
:bg: Bulgarien ^28.03.2021^,6.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:np: Nepal ^19.03.2021^,5.49,Oxford/AstraZeneca
:mx: Mexiko ^28.03.2021^,5.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
