Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^11.03.2021^,106.05,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^10.03.2021^,88.81,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^11.03.2021^,64.78,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^10.03.2021^,35.95,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^11.03.2021^,34.58,Oxford/AstraZeneca
:cl: Chile ^11.03.2021^,32.09,"Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^11.03.2021^,30.58,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^11.03.2021^,29.36,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:rs: Serbien ^11.03.2021^,26.85,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^10.03.2021^,24.68,Pfizer/BioNTech
:bb: Barbados ^09.03.2021^,17.31,Oxford/AstraZeneca
:hu: Ungarn ^11.03.2021^,16.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ma: Marokko ^11.03.2021^,13.82,"Oxford/AstraZeneca, Sinopharm/Beijing"
:dk: Dänemark ^10.03.2021^,13.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^11.03.2021^,13.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^11.03.2021^,12.45,Sinovac
:lt: Litauen ^11.03.2021^,12.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^11.03.2021^,12.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^10.03.2021^,12.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
