Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^27.03.2021^,114.7,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^24.03.2021^,98.15,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^27.03.2021^,80.48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^27.03.2021^,50.45,"Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^26.03.2021^,48.64,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^19.03.2021^,46.07,Pfizer/BioNTech
:bh: Bahrain ^27.03.2021^,42.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^26.03.2021^,42.12,Oxford/AstraZeneca
:us: Vereinigte Staaten ^27.03.2021^,41.91,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^26.03.2021^,38.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^26.03.2021^,33.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sm: San Marino ^26.03.2021^,30.37,Sputnik V
:hu: Ungarn ^27.03.2021^,26.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ag: Antigua und Barbuda ^19.03.2021^,26.22,Oxford/AstraZeneca
:qa: Katar ^27.03.2021^,25.03,Pfizer/BioNTech
:bb: Barbados ^23.03.2021^,21.84,Oxford/AstraZeneca
:ma: Marokko ^27.03.2021^,20.68,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ee: Estland ^27.03.2021^,19.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^23.03.2021^,18.96,"Moderna, Pfizer/BioNTech"
:dm: Dominica ^11.03.2021^,18.84,Oxford/AstraZeneca
:dk: Dänemark ^26.03.2021^,17.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^26.03.2021^,17.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^27.03.2021^,17.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^27.03.2021^,17.37,"Pfizer/BioNTech, Sinovac"
:fi: Finnland ^27.03.2021^,16.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^26.03.2021^,16.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^25.03.2021^,15.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^26.03.2021^,15.95,Pfizer/BioNTech
:ch: Schweiz ^24.03.2021^,15.51,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^27.03.2021^,15.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^27.03.2021^,15.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^26.03.2021^,15.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^26.03.2021^,15.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^27.03.2021^,15.07,"Moderna, Pfizer/BioNTech"
:fr: Frankreich ^26.03.2021^,14.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^24.03.2021^,14.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^20.03.2021^,14.78,Pfizer/BioNTech
:de: Deutschland ^26.03.2021^,14.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^26.03.2021^,14.68,"Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^27.03.2021^,14.68,"Pfizer/BioNTech, Sinovac"
:be: Belgien ^26.03.2021^,14.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^27.03.2021^,14.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^26.03.2021^,14.55,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^19.03.2021^,14.25,Oxford/AstraZeneca
:si: Slowenien ^23.03.2021^,14.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^25.03.2021^,13.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^27.03.2021^,13.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^24.03.2021^,13.09,"Moderna, Pfizer/BioNTech"
:nl: Niederlande ^21.03.2021^,12.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.03.2021^,12.02,Pfizer/BioNTech
:sa: Saudi-Arabien ^27.03.2021^,11.48,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lc: St. Lucia ^19.03.2021^,11.03,Oxford/AstraZeneca
:hr: Kroatien ^26.03.2021^,10.15,Pfizer/BioNTech
:vc: St. Vincent und die Grenadinen ^19.03.2021^,8.46,Oxford/AstraZeneca
:mn: Mongolei ^27.03.2021^,8.42,Oxford/AstraZeneca
:br: Brasilien ^27.03.2021^,8.24,"Oxford/AstraZeneca, Sinovac"
:pa: Panama ^27.03.2021^,8.18,Pfizer/BioNTech
:ar: Argentinien ^27.03.2021^,7.9,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:gd: Grenada ^15.03.2021^,7.65,Oxford/AstraZeneca
:do: Dominikanische Republik ^23.03.2021^,7.37,"Oxford/AstraZeneca, Sinovac"
:ru: Russland ^22.03.2021^,7.26,"EpiVacCorona, Sputnik V"
:cn: Volksrepublik China ^27.03.2021^,7.12,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:cr: Costa Rica ^24.03.2021^,6.83,Pfizer/BioNTech
:lv: Lettland ^27.03.2021^,6.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bg: Bulgarien ^27.03.2021^,6.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:np: Nepal ^19.03.2021^,5.49,Oxford/AstraZeneca
