Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^03.10.2021^,202.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cu: Kuba ^01.10.2021^,189.48,"Abdala, Soberana02"
:uy: Uruguay ^03.10.2021^,180.22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^03.10.2021^,174.48,"Moderna, Pfizer/BioNTech"
:cl: Chile ^01.10.2021^,169.28,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^30.09.2021^,161.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^03.10.2021^,161.23,"Moderna, Pfizer/BioNTech"
:sg: Singapur ^02.10.2021^,160.49,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^27.09.2021^,159.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^27.09.2021^,156.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^02.10.2021^,153.23,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:dk: Dänemark ^30.09.2021^,151.05,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:es: Spanien ^30.09.2021^,150.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^16.09.2021^,150.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bh: Bahrain ^03.10.2021^,149.15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ca: Kanada ^03.10.2021^,148.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^03.10.2021^,145.21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^01.10.2021^,143.58,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:no: Norwegen ^30.09.2021^,143.06,"Moderna, Pfizer/BioNTech"
:be: Belgien ^30.09.2021^,142.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^03.10.2021^,141.12,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^29.09.2021^,140.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^26.09.2021^,138.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:sm: San Marino ^27.09.2021^,138.49,"Pfizer/BioNTech, Sputnik V"
:fi: Finnland ^02.10.2021^,138.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^02.10.2021^,137.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^29.09.2021^,137.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:se: Schweden ^01.10.2021^,135.68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^03.10.2021^,135.32,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mv: Malediven ^30.09.2021^,134.62,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:jp: Japan ^03.10.2021^,132.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^03.10.2021^,131.63,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cy: Zypern ^02.10.2021^,130.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^30.09.2021^,130.01,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^03.10.2021^,129.74,"Pfizer/BioNTech, Sinovac"
:de: Deutschland ^03.10.2021^,128.79,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^03.10.2021^",127.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^16.09.2021^,126.47,Pfizer/BioNTech
:ad: Andorra ^29.08.2021^,124.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^26.09.2021^,123.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lk: Sri Lanka ^03.10.2021^,122.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:li: Liechtenstein ^30.09.2021^,122.5,"Moderna, Pfizer/BioNTech"
:lt: Litauen ^03.10.2021^,120.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^03.10.2021^,120.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sa: Saudi-Arabien ^03.10.2021^,120.08,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^30.09.2021^,119.81,"Moderna, Pfizer/BioNTech"
