Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^24.09.2021^,197.93,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^24.09.2021^,176.78,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cu: Kuba ^22.09.2021^,171.58,"Abdala, Soberana02"
:il: Israel ^24.09.2021^,168.84,"Moderna, Pfizer/BioNTech"
:cl: Chile ^23.09.2021^,163.15,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^23.09.2021^,160.51,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^23.09.2021^,159.92,"Moderna, Pfizer/BioNTech"
:mt: Malta ^23.09.2021^,158.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^24.09.2021^,156.42,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^23.09.2021^,156.41,"Moderna, Pfizer/BioNTech, Sinovac"
:cn: Volksrepublik China ^24.09.2021^,151.95,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:dk: Dänemark ^23.09.2021^,150.59,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:sc: Seychellen ^16.09.2021^,150.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:es: Spanien ^23.09.2021^,149.19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^24.09.2021^,146.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^24.09.2021^,145.82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ie: Irland ^23.09.2021^,143.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^23.09.2021^,142.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^23.09.2021^,141.4,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^24.09.2021^,138.9,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:fr: Frankreich ^23.09.2021^,138.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^24.09.2021^,138.48,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^22.09.2021^,138.44,"Pfizer/BioNTech, Sputnik V"
:bt: Bhutan ^19.09.2021^,136.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:gb: Vereinigtes Königreich ^23.09.2021^,136.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:fi: Finnland ^23.09.2021^,134.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^24.09.2021^,133.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^21.09.2021^,133.36,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mn: Mongolei ^24.09.2021^,131.45,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:nl: Niederlande ^24.09.2021^,129.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^23.09.2021^,129.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^22.09.2021^,128.31,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:my: Malaysia ^24.09.2021^,127.68,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:de: Deutschland ^23.09.2021^,127.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^16.09.2021^,126.47,Pfizer/BioNTech
:tr: Türkei ^24.09.2021^,126.27,"Pfizer/BioNTech, Sinovac"
:jp: Japan ^23.09.2021^,124.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^20.09.2021^,124.15,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^17.09.2021^,122.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^23.09.2021^,121.24,"Moderna, Pfizer/BioNTech"
:ad: Andorra ^29.08.2021^,120.78,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lk: Sri Lanka ^24.09.2021^,119.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:at: Österreich ^23.09.2021^,118.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^23.09.2021^,117.8,"Moderna, Pfizer/BioNTech"
:sa: Saudi-Arabien ^24.09.2021^,117.16,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pa: Panama ^24.09.2021^,116.64,"Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^24.09.2021^,115.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^24.09.2021^,115.53,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ec: Ecuador ^22.09.2021^,114.78,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
":kr: Korea, Süd ^23.09.2021^",113.62,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sv: El Salvador ^23.09.2021^,111.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ar: Argentinien ^24.09.2021^,110.24,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cz: Tschechien ^24.09.2021^,109.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fj: Fidschi ^21.09.2021^,108.02,Oxford/AstraZeneca
:do: Dominikanische Republik ^23.09.2021^,107.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:br: Brasilien ^23.09.2021^,107.1,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ma: Marokko ^22.09.2021^,105.84,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cr: Costa Rica ^20.09.2021^,102.71,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^23.09.2021^,101.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:au: Australien ^24.09.2021^,101.33,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^23.09.2021^,101.17,Pfizer/BioNTech
:si: Slowenien ^24.09.2021^,101.09,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^23.09.2021^,98.17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^22.09.2021^,98.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:rs: Serbien ^23.09.2021^,93.64,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:tv: Tuvalu ^10.09.2021^,91.08,Oxford/AstraZeneca
:om: Oman ^20.09.2021^,88.76,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:kn: St. Kitts und Nevis ^22.09.2021^,87.96,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^24.09.2021^,85.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lv: Lettland ^22.09.2021^,85.51,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^23.09.2021^,83.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^17.09.2021^,82.97,Oxford/AstraZeneca
:az: Aserbaidschan ^24.09.2021^,80.48,"Oxford/AstraZeneca, Sinovac, Sputnik V"
:bb: Barbados ^23.09.2021^,80.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:co: Kolumbien ^22.09.2021^,76.19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mx: Mexiko ^23.09.2021^,75.45,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:ws: Samoa ^21.09.2021^,74.66,Oxford/AstraZeneca
:tt: Trinidad und Tobago ^24.09.2021^,74.24,"Oxford/AstraZeneca, Sinopharm/Beijing"
:bz: Belize ^23.09.2021^,73.68,"Oxford/AstraZeneca, Sinopharm/Beijing"
:pe: Peru ^22.09.2021^,73.27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:kz: Kasachstan ^24.09.2021^,72.52,"QazVac, Sinopharm/HayatVax, Sputnik V"
:cv: Kap Verde ^22.09.2021^,71.56,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mk: Nordmazedonien ^23.09.2021^,71.17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:me: Montenegro ^24.09.2021^,70.43,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:to: Tonga ^21.09.2021^,68.94,Oxford/AstraZeneca
:gy: Guyana ^23.09.2021^,67.55,"Oxford/AstraZeneca, Sputnik V"
:jo: Jordanien ^24.09.2021^,67.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sr: Suriname ^24.09.2021^,66.02,Oxford/AstraZeneca
:th: Thailand ^22.09.2021^,65.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:py: Paraguay ^24.09.2021^,62.02,"Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:tn: Tunesien ^24.09.2021^,61.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:dm: Dominica ^24.09.2021^,61.83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:ru: Russland ^24.09.2021^,61.02,"EpiVacCorona, Sputnik V"
:in: Indien ^24.09.2021^,60.83,"Covaxin, Oxford/AstraZeneca, Sputnik V"
:al: Albanien ^23.09.2021^,58.6,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:uz: Usbekistan ^21.09.2021^,54.59,"Oxford/AstraZeneca, Sputnik V, ZF2001"
:bo: Bolivien ^20.09.2021^,54.45,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ro: Rumänien ^23.09.2021^,52.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hn: Honduras ^24.09.2021^,51.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:ir: Iran ^20.09.2021^,51.01,"COVIran Barekat, Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:tl: Osttimor ^21.09.2021^,50.29,"Oxford/AstraZeneca, Sinovac"
:ve: Venezuela ^21.09.2021^,48.95,"Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:id: Indonesien ^24.09.2021^,48.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:bs: Bahamas ^24.09.2021^,46.47,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech"
:gd: Grenada ^17.09.2021^,45.67,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ge: Georgien ^23.09.2021^,43.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:np: Nepal ^24.09.2021^,41.54,"Oxford/AstraZeneca, Sinopharm/Beijing"
:lb: Libanon ^24.09.2021^,41.48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:lc: St. Lucia ^24.09.2021^,40.67,Oxford/AstraZeneca
:tj: Tadschikistan ^20.09.2021^,39.72,"Moderna, Oxford/AstraZeneca, Sinovac"
:ph: Philippinen ^23.09.2021^,38.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:km: Komoren ^22.09.2021^,37.92,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:vn: Vietnam ^23.09.2021^,37.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bg: Bulgarien ^24.09.2021^,36.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:by: Belarus ^19.09.2021^,35.9,"Sinopharm/Beijing, Sputnik V"
:gt: Guatemala ^23.09.2021^,35.68,"Moderna, Oxford/AstraZeneca"
:zw: Simbabwe ^24.09.2021^,34.44,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V"
:md: Moldau ^24.09.2021^,34.33,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:pk: Pakistan ^22.09.2021^,33.81,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:st: São Tomé und Príncipe ^21.09.2021^,32.78,Oxford/AstraZeneca
:ba: Bosnien und Herzegowina ^07.09.2021^,32.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:vc: St. Vincent und die Grenadinen ^22.09.2021^,29.73,Oxford/AstraZeneca
:za: Südafrika ^24.09.2021^,27.95,"Johnson&Johnson, Pfizer/BioNTech"
:ua: Ukraine ^23.09.2021^,27.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gq: Äquatorialguinea ^20.09.2021^,26.34,Sinopharm/Beijing
:ki: Kiribati ^14.09.2021^,25.81,Oxford/AstraZeneca
:rw: Ruanda ^22.09.2021^,25.68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bw: Botswana ^22.09.2021^,25.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:jm: Jamaika ^24.09.2021^,24.07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bd: Bangladesch ^23.09.2021^,23.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:dz: Algerien ^12.09.2021^,22.39,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:ly: Libyen ^22.09.2021^,21.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:kg: Kirgisistan ^24.09.2021^,21.08,"Sinopharm/Beijing, Sputnik V"
:sz: Eswatini ^22.09.2021^,20.43,Oxford/AstraZeneca
