Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^20.12.2021^,259.82,"Abdala, Soberana02"
:cl: Chile ^21.12.2021^,224.73,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ae: Vereinigte Arabische Emirate ^14.12.2021^,222.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:is: Island ^21.12.2021^,206.83,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^22.12.2021^,198.83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^21.12.2021^,198.47,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^21.12.2021^,197.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^22.12.2021^",191.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^21.12.2021^,189.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^22.12.2021^,188.3,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:pt: Portugal ^22.12.2021^,186.34,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^17.12.2021^,185.35,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:ie: Irland ^21.12.2021^,185.13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^21.12.2021^,180.81,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^22.12.2021^,180.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:be: Belgien ^21.12.2021^,179.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^14.12.2021^,179.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^22.12.2021^,177.76,"Moderna, Pfizer/BioNTech"
:it: Italien ^22.12.2021^,177.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^21.12.2021^,177.37,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kh: Kambodscha ^22.12.2021^,177.2,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:fr: Frankreich ^21.12.2021^,176.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^22.12.2021^,175.15,"Moderna, Pfizer/BioNTech"
:no: Norwegen ^21.12.2021^,174.81,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^22.12.2021^,174.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^03.12.2021^,174.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:de: Deutschland ^21.12.2021^,172.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^22.12.2021^,170.33,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:se: Schweden ^21.12.2021^,170.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^21.12.2021^,166.98,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^21.12.2021^,163.13,"Moderna, Pfizer/BioNTech"
:ar: Argentinien ^22.12.2021^,162.37,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:au: Australien ^22.12.2021^,162.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^12.12.2021^,161.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^22.12.2021^,160.3,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^19.12.2021^,159.76,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^22.12.2021^,159.09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mu: Mauritius ^17.12.2021^,158.1,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:jp: Japan ^22.12.2021^,157.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^22.12.2021^,157.59,"Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^20.12.2021^,156.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:br: Brasilien ^22.12.2021^,153.07,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sm: San Marino ^12.12.2021^,153.02,"Pfizer/BioNTech, Sputnik V"
:ch: Schweiz ^21.12.2021^,152.86,"Moderna, Pfizer/BioNTech"
:lk: Sri Lanka ^22.12.2021^,151.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^22.12.2021^,150.3,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ad: Andorra ^12.12.2021^,149.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
