Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^28.02.2021^,93.5,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^25.02.2021^,76.36,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^28.02.2021^,60.87,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^27.02.2021^,30.77,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^28.02.2021^,22.5,"Moderna, Pfizer/BioNTech"
:rs: Serbien ^28.02.2021^,21.11,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^28.02.2021^,20.61,Oxford/AstraZeneca
:mt: Malta ^27.02.2021^,17.66,Pfizer/BioNTech
:cl: Chile ^28.02.2021^,17.58,"Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^28.02.2021^,17.52,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bb: Barbados ^26.02.2021^,11.7,Oxford/AstraZeneca
:dk: Dänemark ^27.02.2021^,10.39,"Moderna, Pfizer/BioNTech"
:tr: Türkei ^28.02.2021^,10.14,Sinovac
:ma: Marokko ^27.02.2021^,9.75,"Oxford/AstraZeneca, Sinopharm/Beijing"
:hu: Ungarn ^28.02.2021^,9.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:is: Island ^26.02.2021^,9.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^28.02.2021^,8.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^28.02.2021^,8.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^26.02.2021^,8.7,Pfizer/BioNTech
:ch: Schweiz ^24.02.2021^,8.65,"Moderna, Pfizer/BioNTech"
:no: Norwegen ^25.02.2021^,8.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^27.02.2021^,8.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^28.02.2021^,8.45,"Moderna, Pfizer/BioNTech"
:ee: Estland ^27.02.2021^,8.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^27.02.2021^,8.3,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^25.02.2021^,8.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^28.02.2021^,8.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^28.02.2021^,8.04,Pfizer/BioNTech
:ro: Rumänien ^28.02.2021^,7.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^25.02.2021^,7.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^28.02.2021^,7.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^27.02.2021^,7.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^26.02.2021^,7.14,"Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^28.02.2021^,7.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^27.02.2021^,6.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^27.02.2021^,6.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^18.02.2021^,6.15,Pfizer/BioNTech
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:cz: Tschechien ^28.02.2021^,6.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^24.02.2021^,5.82,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^25.02.2021^,5.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^27.02.2021^,5.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^18.02.2021^,4.86,Pfizer/BioNTech
:hr: Kroatien ^25.02.2021^,4.73,Pfizer/BioNTech
:ca: Kanada ^26.02.2021^,4.71,"Moderna, Pfizer/BioNTech"
:kw: Kuwait ^15.02.2021^,4.1,Pfizer/BioNTech
:br: Brasilien ^28.02.2021^,3.97,"Oxford/AstraZeneca, Sinovac"
:lv: Lettland ^28.02.2021^,3.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^24.02.2021^,3.09,Pfizer/BioNTech
:bg: Bulgarien ^28.02.2021^,3.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^09.02.2021^,2.82,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:ru: Russland ^10.02.2021^,2.67,Sputnik V
:pa: Panama ^27.02.2021^,2.65,Pfizer/BioNTech
:ar: Argentinien ^28.02.2021^,2.27,Sputnik V
:sa: Saudi-Arabien ^28.02.2021^,2.24,Pfizer/BioNTech
:lk: Sri Lanka ^27.02.2021^,2.18,Oxford/AstraZeneca
:cr: Costa Rica ^22.02.2021^,1.99,Pfizer/BioNTech
:mx: Mexiko ^28.02.2021^,1.9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:bd: Bangladesch ^28.02.2021^,1.89,Oxford/AstraZeneca
:jo: Jordanien ^25.02.2021^,1.47,"Pfizer/BioNTech, Sinopharm/Beijing"
:np: Nepal ^20.02.2021^,1.38,Oxford/AstraZeneca
:om: Oman ^23.02.2021^,1.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
:in: Indien ^28.02.2021^,1.04,"Covaxin, Oxford/AstraZeneca"
:id: Indonesien ^28.02.2021^,0.98,Sinovac
:pe: Peru ^27.02.2021^,0.81,Sinopharm/Beijing
:az: Aserbaidschan ^06.02.2021^,0.64,"Oxford/AstraZeneca, Sputnik V"
:lb: Libanon ^28.02.2021^,0.39,Pfizer/BioNTech
:al: Albanien ^25.02.2021^,0.35,Pfizer/BioNTech
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:co: Kolumbien ^28.02.2021^,0.26,Pfizer/BioNTech
:gy: Guyana ^22.02.2021^,0.24,Oxford/AstraZeneca
:do: Dominikanische Republik ^24.02.2021^,0.24,Oxford/AstraZeneca
:by: Belarus ^18.02.2021^,0.22,Sputnik V
:me: Montenegro ^26.02.2021^,0.21,Sputnik V
:mm: Myanmar ^02.02.2021^,0.19,Oxford/AstraZeneca
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
:sn: Senegal ^27.02.2021^,0.15,Sinopharm/Beijing
:ec: Ecuador ^24.02.2021^,0.14,Pfizer/BioNTech
:zw: Simbabwe ^28.02.2021^,0.13,Sinopharm/Beijing
:au: Australien ^28.02.2021^,0.13,Pfizer/BioNTech
:za: Südafrika ^28.02.2021^,0.12,Johnson&Johnson
:kz: Kasachstan ^24.02.2021^,0.12,Sputnik V
:sm: San Marino ^27.02.2021^,0.1,Sputnik V
:sv: El Salvador ^22.02.2021^,0.09,Oxford/AstraZeneca
:bo: Bolivien ^11.02.2021^,0.09,Sputnik V
:kh: Kambodscha ^25.02.2021^,0.08,Sinopharm/Beijing
":kr: Korea, Süd ^28.02.2021^",0.04,Oxford/AstraZeneca
:pk: Pakistan ^21.02.2021^,0.03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:nz: Neuseeland ^28.02.2021^,0.03,Pfizer/BioNTech
:tt: Trinidad und Tobago ^22.02.2021^,0.03,Oxford/AstraZeneca
:jp: Japan ^26.02.2021^,0.02,Pfizer/BioNTech
:ua: Ukraine ^27.02.2021^,0.01,Oxford/AstraZeneca
:py: Paraguay ^25.02.2021^,0.01,Sputnik V
:ir: Iran ^17.02.2021^,0.01,Sputnik V
:my: Malaysia ^27.02.2021^,0.01,Sinovac
:gt: Guatemala ^27.02.2021^,0.01,Sinovac
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:ve: Venezuela ^22.02.2021^,0.0,Sputnik V
