Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^14.09.2021^,190.91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^14.09.2021^,170.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^14.09.2021^,165.92,"Moderna, Pfizer/BioNTech"
:cl: Chile ^13.09.2021^,157.85,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:qa: Katar ^14.09.2021^,157.5,"Moderna, Pfizer/BioNTech"
:is: Island ^14.09.2021^,157.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mt: Malta ^13.09.2021^,156.78,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^13.09.2021^,153.52,"Moderna, Pfizer/BioNTech, Sinovac"
:pt: Portugal ^14.09.2021^,152.79,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^13.09.2021^,149.59,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^14.09.2021^,149.35,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:sc: Seychellen ^06.09.2021^,147.22,"Oxford/AstraZeneca, Sinopharm/Beijing"
:es: Spanien ^13.09.2021^,146.79,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^12.09.2021^,146.05,"Abdala, Soberana02"
:bh: Bahrain ^14.09.2021^,144.59,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ca: Kanada ^14.09.2021^,143.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^14.09.2021^,141.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^14.09.2021^,141.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^13.09.2021^,137.95,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:no: Norwegen ^13.09.2021^,136.36,"Moderna, Pfizer/BioNTech"
