Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^16.04.2021^,119.09,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^13.04.2021^,114.09,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^16.04.2021^,95.95,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^15.04.2021^,67.66,"Pfizer/BioNTech, Sinovac"
:bt: Bhutan ^16.04.2021^,61.98,Oxford/AstraZeneca
:bh: Bahrain ^16.04.2021^,61.26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^15.04.2021^,61.14,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^16.04.2021^,60.48,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:sm: San Marino ^15.04.2021^,60.18,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^15.04.2021^,59.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^16.04.2021^,57.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mc: Monaco ^02.04.2021^,52.26,Pfizer/BioNTech
:hu: Ungarn ^14.04.2021^,45.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:rs: Serbien ^16.04.2021^,44.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^16.04.2021^,41.99,Pfizer/BioNTech
:uy: Uruguay ^16.04.2021^,37.73,"Pfizer/BioNTech, Sinovac"
:is: Island ^16.04.2021^,28.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^06.04.2021^,28.5,"Moderna, Pfizer/BioNTech"
:lt: Litauen ^16.04.2021^,28.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^03.04.2021^,27.6,Oxford/AstraZeneca
:ee: Estland ^16.04.2021^,27.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^16.04.2021^,26.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^15.04.2021^,26.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^15.04.2021^,25.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^16.04.2021^,25.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^16.04.2021^,25.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^01.04.2021^,25.16,Oxford/AstraZeneca
:be: Belgien ^16.04.2021^,25.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^16.04.2021^,24.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^12.04.2021^,24.67,"Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^16.04.2021^,24.56,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^15.04.2021^,24.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^15.04.2021^,24.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^16.04.2021^,24.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^15.04.2021^,23.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^16.04.2021^,23.83,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^16.04.2021^,23.74,"Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^16.04.2021^,23.49,"Pfizer/BioNTech, Sinovac"
:gr: Griechenland ^16.04.2021^,23.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^15.04.2021^,23.28,Oxford/AstraZeneca
:sk: Slowakei ^16.04.2021^,23.25,Pfizer/BioNTech
:cy: Zypern ^16.04.2021^,23.11,Pfizer/BioNTech
:se: Schweden ^16.04.2021^,22.94,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^14.04.2021^,22.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^14.04.2021^,22.63,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^16.04.2021^,22.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^15.04.2021^,22.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^11.04.2021^,22.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^14.04.2021^,21.7,"Moderna, Pfizer/BioNTech"
:ro: Rumänien ^15.04.2021^,20.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^10.04.2021^,19.66,Oxford/AstraZeneca
:sa: Saudi-Arabien ^16.04.2021^,19.53,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^16.04.2021^,19.3,Oxford/AstraZeneca
:br: Brasilien ^15.04.2021^,15.44,"Oxford/AstraZeneca, Sinovac"
:hr: Kroatien ^14.04.2021^,15.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^29.03.2021^,14.16,Pfizer/BioNTech
:do: Dominikanische Republik ^14.04.2021^,13.92,"Oxford/AstraZeneca, Sinovac"
:ar: Argentinien ^16.04.2021^,13.48,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^16.04.2021^,13.02,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:pa: Panama ^16.04.2021^,12.92,Pfizer/BioNTech
:lc: St. Lucia ^16.04.2021^,12.84,Oxford/AstraZeneca
:az: Aserbaidschan ^16.04.2021^,12.81,Sinovac
:cr: Costa Rica ^12.04.2021^,11.52,Pfizer/BioNTech
:vc: St. Vincent und die Grenadinen ^10.04.2021^,10.93,Oxford/AstraZeneca
:al: Albanien ^15.04.2021^,10.93,"Pfizer/BioNTech, Sinovac"
:lv: Lettland ^16.04.2021^,10.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ru: Russland ^16.04.2021^,10.6,"EpiVacCorona, Sputnik V"
:mx: Mexiko ^16.04.2021^,10.41,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:kh: Kambodscha ^16.04.2021^,9.22,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:bg: Bulgarien ^16.04.2021^,9.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gd: Grenada ^24.03.2021^,8.73,Oxford/AstraZeneca
:in: Indien ^16.04.2021^,8.69,"Covaxin, Oxford/AstraZeneca"
:bz: Belize ^16.04.2021^,8.62,Oxford/AstraZeneca
:me: Montenegro ^16.04.2021^,8.09,"Sinopharm/Beijing, Sputnik V"
:gy: Guyana ^11.04.2021^,7.65,Oxford/AstraZeneca
:co: Kolumbien ^14.04.2021^,6.58,"Pfizer/BioNTech, Sinovac"
:jo: Jordanien ^14.04.2021^,6.52,"Pfizer/BioNTech, Sinopharm/Beijing"
:id: Indonesien ^15.04.2021^,6.03,"Oxford/AstraZeneca, Sinovac"
:sr: Suriname ^16.04.2021^,5.9,Oxford/AstraZeneca
:np: Nepal ^05.04.2021^,5.83,Oxford/AstraZeneca
:au: Australien ^16.04.2021^,5.57,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lb: Libanon ^16.04.2021^,4.73,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:jm: Jamaika ^13.04.2021^,4.57,Oxford/AstraZeneca
:bo: Bolivien ^16.04.2021^,4.54,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:st: São Tomé und Príncipe ^29.03.2021^,4.44,Oxford/AstraZeneca
:lk: Sri Lanka ^11.04.2021^,4.32,Oxford/AstraZeneca
:bd: Bangladesch ^15.04.2021^,4.02,Oxford/AstraZeneca
:bs: Bahamas ^12.04.2021^,3.81,Oxford/AstraZeneca
:om: Oman ^14.04.2021^,3.78,"Oxford/AstraZeneca, Pfizer/BioNTech"
:pe: Peru ^15.04.2021^,3.55,"Pfizer/BioNTech, Sinopharm/Beijing"
:my: Malaysia ^16.04.2021^,3.48,"Pfizer/BioNTech, Sinovac"
:fj: Fidschi ^15.04.2021^,3.09,Oxford/AstraZeneca
":kr: Korea, Süd ^16.04.2021^",3.01,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^13.04.2021^,2.81,Pfizer/BioNTech
:ec: Ecuador ^15.04.2021^,2.75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:rw: Ruanda ^16.04.2021^,2.7,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gh: Ghana ^15.04.2021^,2.43,Oxford/AstraZeneca
:sz: Eswatini ^08.04.2021^,2.38,Oxford/AstraZeneca
:kz: Kasachstan ^12.04.2021^,2.36,Sputnik V
:gq: Äquatorialguinea ^16.04.2021^,2.34,Sinopharm/Beijing
:sn: Senegal ^16.04.2021^,2.27,Sinopharm/Beijing
:md: Moldau ^16.04.2021^,2.27,Oxford/AstraZeneca
:zw: Simbabwe ^16.04.2021^,2.05,Sinopharm/Beijing
:mm: Myanmar ^31.03.2021^,1.91,Oxford/AstraZeneca
:mk: Nordmazedonien ^16.04.2021^,1.85,Pfizer/BioNTech
:tn: Tunesien ^15.04.2021^,1.71,"Pfizer/BioNTech, Sinovac, Sputnik V"
:jp: Japan ^15.04.2021^,1.47,Pfizer/BioNTech
:bw: Botswana ^10.04.2021^,1.34,Oxford/AstraZeneca
:mw: Malawi ^16.04.2021^,1.31,Oxford/AstraZeneca
:py: Paraguay ^16.04.2021^,1.23,Sputnik V
:tg: Togo ^13.04.2021^,1.21,Oxford/AstraZeneca
:ph: Philippinen ^13.04.2021^,1.15,"Oxford/AstraZeneca, Sinovac"
:ke: Kenia ^14.04.2021^,1.06,"Oxford/AstraZeneca, Sputnik V"
:ua: Ukraine ^16.04.2021^,1.02,Oxford/AstraZeneca
:ni: Nicaragua ^14.04.2021^,0.93,"Oxford/AstraZeneca, Sputnik V"
:ve: Venezuela ^12.04.2021^,0.88,Sputnik V
:th: Thailand ^16.04.2021^,0.87,"Oxford/AstraZeneca, Sinovac"
:gt: Guatemala ^15.04.2021^,0.86,"Moderna, Oxford/AstraZeneca"
:tt: Trinidad und Tobago ^14.04.2021^,0.84,Oxford/AstraZeneca
:gn: Guinea ^16.04.2021^,0.83,Sputnik V
:uz: Usbekistan ^14.04.2021^,0.77,Oxford/AstraZeneca
:ao: Angola ^11.04.2021^,0.75,Oxford/AstraZeneca
:gm: Gambia ^09.04.2021^,0.69,Oxford/AstraZeneca
:ge: Georgien ^16.04.2021^,0.66,Oxford/AstraZeneca
:hn: Honduras ^09.04.2021^,0.58,"Moderna, Oxford/AstraZeneca"
:la: Laos ^17.03.2021^,0.56,"Sinopharm/Beijing, Sputnik V"
:sl: Sierra Leone ^15.04.2021^,0.56,Oxford/AstraZeneca
:ir: Iran ^14.04.2021^,0.55,Sputnik V
:bn: Brunei ^06.04.2021^,0.53,Oxford/AstraZeneca
:ng: Nigeria ^16.04.2021^,0.52,Oxford/AstraZeneca
:za: Südafrika ^13.04.2021^,0.49,Johnson&Johnson
:ug: Uganda ^14.04.2021^,0.48,Oxford/AstraZeneca
:ba: Bosnien und Herzegowina ^09.04.2021^,0.46,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:cv: Kap Verde ^24.03.2021^,0.39,Oxford/AstraZeneca
:iq: Irak ^12.04.2021^,0.38,"Oxford/AstraZeneca, Sinopharm/Beijing"
:et: Äthiopien ^08.04.2021^,0.37,Oxford/AstraZeneca
:ci: Elfenbeinküste ^16.04.2021^,0.35,Oxford/AstraZeneca
:af: Afghanistan ^07.04.2021^,0.31,Oxford/AstraZeneca
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:sb: Salomonen ^31.03.2021^,0.29,Oxford/AstraZeneca
:sd: Sudan ^10.04.2021^,0.23,Oxford/AstraZeneca
:ga: Gabun ^09.04.2021^,0.18,Sinopharm/Beijing
:mz: Mosambik ^23.03.2021^,0.18,Sinopharm/Beijing
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
:ml: Mali ^12.04.2021^,0.13,Oxford/AstraZeneca
:na: Namibia ^08.04.2021^,0.1,Sinopharm/Beijing
:vn: Vietnam ^15.04.2021^,0.07,Oxford/AstraZeneca
:mr: Mauretanien ^08.04.2021^,0.06,Sinopharm/Beijing
:kg: Kirgisistan ^12.04.2021^,0.03,Sinopharm/Beijing
:am: Armenien ^31.03.2021^,0.02,Sputnik V
:sy: Syrien ^08.04.2021^,0.01,Sputnik V
:pg: Papua-Neuguinea ^11.04.2021^,0.01,Oxford/AstraZeneca
:ss: Südsudan ^15.04.2021^,0.01,Oxford/AstraZeneca
:cm: Kamerun ^12.04.2021^,0.0,Sinopharm/Beijing
:zm: Sambia ^15.04.2021^,0.0,Oxford/AstraZeneca
:by: Belarus ^09.04.2021^,,Sputnik V
:eg: Ägypten ^03.04.2021^,,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sv: El Salvador ^16.04.2021^,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:pk: Pakistan ^08.04.2021^,,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
