Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^13.02.2021^,72.58,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^11.02.2021^,52.69,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^13.02.2021^,50.61,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^12.02.2021^,22.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^13.02.2021^,15.14,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^13.02.2021^,14.24,"Pfizer/BioNTech, Sinopharm/Beijing"
:rs: Serbien ^13.02.2021^,13.97,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^12.02.2021^,10.98,Pfizer/BioNTech
:cl: Chile ^13.02.2021^,9.9,"Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^12.02.2021^,6.74,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^11.02.2021^,6.36,Pfizer/BioNTech
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:is: Island ^12.02.2021^,5.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^12.02.2021^,5.64,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^13.02.2021^,5.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^10.02.2021^,5.56,"Moderna, Pfizer/BioNTech"
:pl: Polen ^12.02.2021^,5.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^11.02.2021^,5.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^11.02.2021^,5.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^10.02.2021^,5.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^11.02.2021^,5.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^12.02.2021^,5.17,Pfizer/BioNTech
