Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^10.07.2021^,160.92,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^09.07.2021^,159.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^05.07.2021^,141.98,"Oxford/AstraZeneca, Sinopharm/Beijing"
:is: Island ^09.07.2021^,132.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^05.07.2021^,131.59,"Pfizer/BioNTech, Sputnik V"
:bh: Bahrain ^10.07.2021^,128.5,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:il: Israel ^10.07.2021^,126.15,"Moderna, Pfizer/BioNTech"
:cl: Chile ^07.07.2021^,123.96,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^10.07.2021^,123.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mn: Mongolei ^10.07.2021^,118.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^09.07.2021^,118.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^10.07.2021^,117.68,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^10.07.2021^,111.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^09.07.2021^,105.35,"Moderna, Pfizer/BioNTech, Sinovac"
:be: Belgien ^08.07.2021^,102.14,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^09.07.2021^,101.69,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:nl: Niederlande ^10.07.2021^,100.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^10.07.2021^,99.74,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:es: Spanien ^08.07.2021^,99.7,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^09.07.2021^,99.53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^08.07.2021^,99.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mc: Monaco ^08.07.2021^,98.99,Pfizer/BioNTech
:de: Deutschland ^09.07.2021^,97.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^09.07.2021^,96.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^10.07.2021^,95.47,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:at: Österreich ^10.07.2021^,95.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^08.07.2021^,94.74,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^09.07.2021^,94.71,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^10.07.2021^,94.62,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^07.07.2021^,91.91,"Moderna, Pfizer/BioNTech"
:ch: Schweiz ^07.07.2021^,91.66,"Moderna, Pfizer/BioNTech"
:se: Schweden ^09.07.2021^,89.97,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^10.07.2021^,88.57,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^10.07.2021^,88.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^28.06.2021^,88.43,"Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^08.07.2021^,87.51,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^10.07.2021^,86.04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^29.06.2021^,85.96,Oxford/AstraZeneca
:no: Norwegen ^08.07.2021^,85.17,"Moderna, Pfizer/BioNTech"
:cz: Tschechien ^10.07.2021^,83.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^09.07.2021^,82.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^09.07.2021^,80.97,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:kn: St. Kitts und Nevis ^08.07.2021^,78.88,Oxford/AstraZeneca
:rs: Serbien ^05.07.2021^,78.17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ee: Estland ^10.07.2021^,76.81,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^10.07.2021^,76.35,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^09.07.2021^,70.27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^10.07.2021^,68.28,"Pfizer/BioNTech, Sinovac"
:hr: Kroatien ^09.07.2021^,68.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^08.07.2021^,66.45,Oxford/AstraZeneca
:lv: Lettland ^10.07.2021^,65.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^08.07.2021^,63.22,"Abdala, Soberana02"
:bt: Bhutan ^05.07.2021^,63.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^08.07.2021^,58.49,Oxford/AstraZeneca
:sa: Saudi-Arabien ^10.07.2021^,56.26,"Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^03.07.2021^,55.62,Pfizer/BioNTech
:mu: Mauritius ^24.06.2021^,55.59,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:dm: Dominica ^09.07.2021^,55.57,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ar: Argentinien ^10.07.2021^,54.25,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:br: Brasilien ^09.07.2021^,53.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ma: Marokko ^10.07.2021^,53.04,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kh: Kambodscha ^09.07.2021^,50.37,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:sv: El Salvador ^09.07.2021^,49.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cr: Costa Rica ^05.07.2021^,49.5,"Oxford/AstraZeneca, Pfizer/BioNTech"
