Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^13.11.2021^,241.08,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^15.11.2021^,215.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^14.11.2021^,203.68,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^15.11.2021^,192.16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^11.11.2021^,185.1,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^14.11.2021^,176.07,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^15.11.2021^,175.55,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:il: Israel ^15.11.2021^,172.65,"Moderna, Pfizer/BioNTech"
:is: Island ^11.11.2021^,169.45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^15.11.2021^,166.66,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^15.11.2021^,166.65,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:cn: Volksrepublik China ^15.11.2021^,165.91,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^15.11.2021^,161.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^14.11.2021^,160.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^08.11.2021^,160.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
":kr: Korea, Süd ^15.11.2021^",159.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^14.11.2021^,158.06,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^15.11.2021^,156.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^15.11.2021^,155.93,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:jp: Japan ^15.11.2021^,154.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^14.11.2021^,154.18,"Oxford/AstraZeneca, Sinopharm/Beijing"
:dk: Dänemark ^14.11.2021^,153.13,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:it: Italien ^15.11.2021^,152.96,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^14.11.2021^,149.79,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^15.11.2021^,148.27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^14.11.2021^,147.84,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^31.10.2021^,147.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:au: Australien ^15.11.2021^,146.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^12.11.2021^,146.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^14.11.2021^,146.28,"Moderna, Pfizer/BioNTech"
:be: Belgien ^14.11.2021^,145.95,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^10.11.2021^,141.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nz: Neuseeland ^15.11.2021^,141.21,Pfizer/BioNTech
:sm: San Marino ^31.10.2021^,139.67,"Pfizer/BioNTech, Sputnik V"
:tr: Türkei ^15.11.2021^,139.41,"Pfizer/BioNTech, Sinovac"
:mv: Malediven ^10.11.2021^,138.99,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:br: Brasilien ^14.11.2021^,138.73,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mu: Mauritius ^10.11.2021^,138.55,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:cy: Zypern ^13.11.2021^,138.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^14.11.2021^,138.18,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:lk: Sri Lanka ^15.11.2021^,137.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:de: Deutschland ^15.11.2021^,137.3,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:sv: El Salvador ^14.11.2021^,136.36,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:at: Österreich ^15.11.2021^,136.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^14.11.2021^,135.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^31.10.2021^,135.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fj: Fidschi ^15.11.2021^,133.88,Oxford/AstraZeneca
:sa: Saudi-Arabien ^15.11.2021^,132.44,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^15.11.2021^,132.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^15.11.2021^,131.42,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:cr: Costa Rica ^08.11.2021^,131.09,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^15.11.2021^,130.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^14.11.2021^,129.91,"Moderna, Pfizer/BioNTech"
:ma: Marokko ^14.11.2021^,129.66,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:li: Liechtenstein ^14.11.2021^,129.31,"Moderna, Pfizer/BioNTech"
:ec: Ecuador ^12.11.2021^,129.15,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gr: Griechenland ^15.11.2021^,127.92,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^16.09.2021^,126.47,Pfizer/BioNTech
:pa: Panama ^15.11.2021^,126.06,"Oxford/AstraZeneca, Pfizer/BioNTech"
:tm: Turkmenistan ^29.08.2021^,123.91,"EpiVacCorona, Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:do: Dominikanische Republik ^14.11.2021^,123.88,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:th: Thailand ^15.11.2021^,121.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:cz: Tschechien ^15.11.2021^,119.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ir: Iran ^13.11.2021^,115.47,"COVIran Barekat, Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing, Soberana02, Sputnik V"
:pe: Peru ^13.11.2021^,113.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:si: Slowenien ^15.11.2021^,112.68,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^08.11.2021^,112.62,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:lv: Lettland ^15.11.2021^,112.59,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ws: Samoa ^15.11.2021^,111.67,Oxford/AstraZeneca
:om: Oman ^09.11.2021^,111.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:ee: Estland ^15.11.2021^,110.26,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^14.11.2021^,108.87,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:pl: Polen ^14.11.2021^,105.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:vn: Vietnam ^14.11.2021^,101.61,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:tv: Tuvalu ^22.10.2021^,101.58,Oxford/AstraZeneca
:co: Kolumbien ^12.11.2021^,100.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mx: Mexiko ^15.11.2021^,99.69,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:az: Aserbaidschan ^15.11.2021^,98.72,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:bb: Barbados ^13.11.2021^,98.68,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:bz: Belize ^12.11.2021^,98.32,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:to: Tonga ^15.11.2021^,96.07,Oxford/AstraZeneca
:kn: St. Kitts und Nevis ^12.11.2021^,95.01,"Oxford/AstraZeneca, Pfizer/BioNTech"
:hr: Kroatien ^14.11.2021^,94.38,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cv: Kap Verde ^10.11.2021^,93.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:tt: Trinidad und Tobago ^15.11.2021^,89.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:sk: Slowakei ^15.11.2021^,89.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:uz: Usbekistan ^14.11.2021^,87.62,"Moderna, Oxford/AstraZeneca, Sputnik V, ZF2001"
:kz: Kasachstan ^15.11.2021^,86.11,"QazVac, Sinopharm/Beijing, Sputnik V"
:tn: Tunesien ^14.11.2021^,82.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:gy: Guyana ^12.11.2021^,82.11,"Oxford/AstraZeneca, Sputnik V"
:me: Montenegro ^15.11.2021^,81.99,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:in: Indien ^15.11.2021^,80.88,"Covaxin, Oxford/AstraZeneca, Sputnik V"
:ve: Venezuela ^05.11.2021^,80.67,"Abdala, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:py: Paraguay ^12.11.2021^,79.59,"Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:mk: Nordmazedonien ^13.11.2021^,79.36,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V"
:sr: Suriname ^15.11.2021^,78.75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:ru: Russland ^15.11.2021^,78.51,"EpiVacCorona, Sputnik V"
