Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^12.09.2021^,189.59,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^12.09.2021^,169.83,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^12.09.2021^,164.53,"Moderna, Pfizer/BioNTech"
:cl: Chile ^11.09.2021^,157.21,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mt: Malta ^12.09.2021^,156.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^11.09.2021^,156.24,"Moderna, Pfizer/BioNTech"
:is: Island ^10.09.2021^,155.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^11.09.2021^,153.24,"Moderna, Pfizer/BioNTech, Sinovac"
:pt: Portugal ^12.09.2021^,151.87,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^12.09.2021^,149.46,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:cn: Volksrepublik China ^12.09.2021^,148.74,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:sc: Seychellen ^06.09.2021^,147.22,"Oxford/AstraZeneca, Sinopharm/Beijing"
:es: Spanien ^09.09.2021^,145.91,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^12.09.2021^,144.26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cu: Kuba ^10.09.2021^,143.11,"Abdala, Soberana02"
:ca: Kanada ^12.09.2021^,142.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^12.09.2021^,140.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^11.09.2021^,140.88,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^09.09.2021^,136.94,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^31.08.2021^,136.7,Oxford/AstraZeneca
:no: Norwegen ^12.09.2021^,136.05,"Moderna, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^11.09.2021^,135.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^09.09.2021^,134.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^05.09.2021^,134.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:it: Italien ^12.09.2021^,134.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^11.09.2021^,130.92,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:fi: Finnland ^12.09.2021^,130.26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^10.09.2021^,129.38,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:se: Schweden ^10.09.2021^,129.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^12.09.2021^,128.7,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^11.09.2021^,126.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^09.09.2021^,124.97,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:mc: Monaco ^09.09.2021^,124.65,Pfizer/BioNTech
