Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:mt: Malta ^07.08.2021^,175.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^08.08.2021^,173.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sc: Seychellen ^22.07.2021^,143.82,"Oxford/AstraZeneca, Sinopharm/Beijing"
:uy: Uruguay ^08.08.2021^,140.54,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^06.08.2021^,139.84,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^08.08.2021^,139.44,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^07.08.2021^,137.47,"Moderna, Pfizer/BioNTech"
:qa: Katar ^08.08.2021^,137.16,"Moderna, Pfizer/BioNTech"
:nr: Nauru ^27.07.2021^,136.46,Oxford/AstraZeneca
:sm: San Marino ^05.08.2021^,135.36,"Pfizer/BioNTech, Sputnik V"
:il: Israel ^08.08.2021^,135.2,"Moderna, Pfizer/BioNTech"
:cl: Chile ^02.08.2021^,134.38,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ca: Kanada ^08.08.2021^,133.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^07.08.2021^,132.68,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:bt: Bhutan ^05.08.2021^,130.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^05.08.2021^,129.32,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^08.08.2021^,128.14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^07.08.2021^,127.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^08.08.2021^,125.63,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^05.08.2021^,125.21,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^08.08.2021^,123.84,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:ie: Irland ^07.08.2021^,123.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^08.08.2021^,121.54,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^08.08.2021^,118.59,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^06.08.2021^,116.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^07.08.2021^,115.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^08.08.2021^,113.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^05.08.2021^,113.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^06.08.2021^,112.27,Pfizer/BioNTech
:mv: Malediven ^03.08.2021^,111.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:at: Österreich ^08.08.2021^,110.84,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^06.08.2021^,108.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^08.08.2021^,106.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.07.2021^,106.58,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^08.08.2021^,105.07,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:ch: Schweiz ^05.08.2021^,104.98,"Moderna, Pfizer/BioNTech"
:no: Norwegen ^05.08.2021^,103.74,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^08.08.2021^,103.69,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^05.08.2021^,102.8,"Moderna, Pfizer/BioNTech"
:lt: Litauen ^08.08.2021^,102.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^08.08.2021^,99.66,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^03.08.2021^,97.32,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:do: Dominikanische Republik ^07.08.2021^,96.28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:cu: Kuba ^06.08.2021^,95.23,"Abdala, Soberana02"
