Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^01.09.2021^,183.05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^02.09.2021^,163.08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^02.09.2021^,159.28,"Moderna, Pfizer/BioNTech"
:mt: Malta ^02.09.2021^,155.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^02.09.2021^,153.99,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^02.09.2021^,153.6,"Moderna, Pfizer/BioNTech"
:cl: Chile ^01.09.2021^,151.94,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^01.09.2021^,151.0,"Moderna, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^02.09.2021^,147.93,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:pt: Portugal ^02.09.2021^,145.8,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^09.08.2021^,145.07,"Oxford/AstraZeneca, Sinopharm/Beijing"
:cn: Volksrepublik China ^02.09.2021^,144.34,"CanSino, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:bh: Bahrain ^02.09.2021^,142.85,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^01.09.2021^,142.19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^02.09.2021^,140.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^01.09.2021^,139.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^02.09.2021^,137.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^01.09.2021^,136.89,"Pfizer/BioNTech, Sputnik V"
:nr: Nauru ^20.08.2021^,136.03,Oxford/AstraZeneca
:bt: Bhutan ^30.08.2021^,134.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
