Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^19.04.2021^,119.47,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^13.04.2021^,114.09,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^19.04.2021^,97.82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^18.04.2021^,68.86,"Pfizer/BioNTech, Sinovac"
:sm: San Marino ^18.04.2021^,64.54,"Pfizer/BioNTech, Sputnik V"
:bh: Bahrain ^19.04.2021^,64.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^18.04.2021^,63.47,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^19.04.2021^,63.26,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^18.04.2021^,62.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^19.04.2021^,62.06,Oxford/AstraZeneca
:mv: Malediven ^18.04.2021^,60.62,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:mc: Monaco ^15.04.2021^,58.49,Pfizer/BioNTech
:hu: Ungarn ^19.04.2021^,48.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:rs: Serbien ^18.04.2021^,45.1,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^19.04.2021^,44.13,Pfizer/BioNTech
:uy: Uruguay ^19.04.2021^,40.19,"Pfizer/BioNTech, Sinovac"
:sg: Singapur ^18.04.2021^,37.84,"Moderna, Pfizer/BioNTech"
:is: Island ^19.04.2021^,29.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^17.04.2021^,29.24,Oxford/AstraZeneca
:lt: Litauen ^19.04.2021^,28.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^18.04.2021^,28.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^19.04.2021^,27.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^19.04.2021^,27.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^18.04.2021^,27.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^19.04.2021^,27.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^19.04.2021^,26.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^19.04.2021^,26.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
