Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^13.01.2022^,286.07,"Abdala, Soberana02"
:cl: Chile ^14.01.2022^,237.51,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ae: Vereinigte Arabische Emirate ^14.01.2022^,230.06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^15.01.2022^,226.46,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^10.01.2022^,222.47,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:dk: Dänemark ^13.01.2022^,219.09,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
":kr: Korea, Süd ^15.01.2022^",214.04,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bn: Brunei ^07.01.2022^,209.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:uy: Uruguay ^15.01.2022^,204.99,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cn: Volksrepublik China ^15.01.2022^,203.12,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:ie: Irland ^14.01.2022^,203.08,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^13.01.2022^,201.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^15.01.2022^,199.79,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^14.01.2022^,199.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^15.01.2022^,198.52,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^13.01.2022^,197.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^13.01.2022^,194.1,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^15.01.2022^,193.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^13.01.2022^,190.7,"Moderna, Pfizer/BioNTech"
:il: Israel ^15.01.2022^,189.4,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^15.01.2022^,188.91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:at: Österreich ^15.01.2022^,188.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^14.01.2022^,188.18,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^15.01.2022^,186.16,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^28.12.2021^,185.49,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:es: Spanien ^13.01.2022^,185.39,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^15.01.2022^,185.29,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:fi: Finnland ^15.01.2022^,184.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^15.01.2022^,184.58,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^12.01.2022^,184.22,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:cy: Zypern ^13.01.2022^,181.37,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^15.01.2022^,180.39,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:se: Schweden ^14.01.2022^,179.14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:au: Australien ^15.01.2022^,178.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^15.01.2022^,176.92,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^09.01.2022^,176.17,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^13.01.2022^,173.91,"Moderna, Pfizer/BioNTech"
:vn: Vietnam ^14.01.2022^,170.06,"Abdala, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sm: San Marino ^09.01.2022^,169.68,"Pfizer/BioNTech, Sputnik V"
:nz: Neuseeland ^15.01.2022^,169.1,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^13.01.2022^,168.01,"Moderna, Pfizer/BioNTech"
:kw: Kuwait ^13.01.2022^,165.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:tr: Türkei ^15.01.2022^,163.53,"Pfizer/BioNTech, Sinovac"
:mu: Mauritius ^12.01.2022^,163.12,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:mn: Mongolei ^14.01.2022^,161.89,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:lk: Sri Lanka ^15.01.2022^,161.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ec: Ecuador ^13.01.2022^,160.81,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
