Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^12.07.2021^,161.46,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^11.07.2021^,160.09,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^05.07.2021^,141.98,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sm: San Marino ^12.07.2021^,132.74,"Pfizer/BioNTech, Sputnik V"
:is: Island ^09.07.2021^,132.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^12.07.2021^,129.35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:il: Israel ^12.07.2021^,126.27,"Moderna, Pfizer/BioNTech"
:cl: Chile ^10.07.2021^,126.05,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^12.07.2021^,124.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^11.07.2021^,119.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^10.07.2021^,118.96,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^12.07.2021^,118.3,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^12.07.2021^,113.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^12.07.2021^,106.03,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^09.07.2021^,105.35,"Moderna, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^11.07.2021^,103.57,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mv: Malediven ^11.07.2021^,102.56,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:es: Spanien ^11.07.2021^,102.19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^11.07.2021^,100.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^12.07.2021^,100.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^12.07.2021^,100.05,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:cy: Zypern ^10.07.2021^,99.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^08.07.2021^,98.99,Pfizer/BioNTech
:de: Deutschland ^12.07.2021^,98.41,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^12.07.2021^,98.23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^12.07.2021^,96.67,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:it: Italien ^12.07.2021^,96.28,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^11.07.2021^,95.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^11.07.2021^,95.57,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^07.07.2021^,91.91,"Moderna, Pfizer/BioNTech"
:ch: Schweiz ^07.07.2021^,91.66,"Moderna, Pfizer/BioNTech"
:se: Schweden ^09.07.2021^,89.97,"Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^12.07.2021^,89.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^12.07.2021^,89.05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^11.07.2021^,88.48,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^28.06.2021^,88.43,"Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^12.07.2021^,87.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^11.07.2021^,85.99,"Moderna, Pfizer/BioNTech"
:nr: Nauru ^29.06.2021^,85.96,Oxford/AstraZeneca
:cz: Tschechien ^12.07.2021^,84.62,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^12.07.2021^,83.64,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:do: Dominikanische Republik ^11.07.2021^,81.67,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac"
:kn: St. Kitts und Nevis ^08.07.2021^,78.88,Oxford/AstraZeneca
:rs: Serbien ^05.07.2021^,78.17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ee: Estland ^12.07.2021^,77.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^12.07.2021^,76.66,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^12.07.2021^,72.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mu: Mauritius ^12.07.2021^,70.89,"Covaxin, Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^12.07.2021^,70.06,"Pfizer/BioNTech, Sinovac"
:hr: Kroatien ^11.07.2021^,68.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^09.07.2021^,66.72,Oxford/AstraZeneca
:lv: Lettland ^12.07.2021^,66.05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cu: Kuba ^10.07.2021^,65.95,"Abdala, Soberana02"
:bt: Bhutan ^05.07.2021^,63.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^11.07.2021^,58.75,Oxford/AstraZeneca
:sa: Saudi-Arabien ^12.07.2021^,58.1,"Oxford/AstraZeneca, Pfizer/BioNTech"
:kw: Kuwait ^03.07.2021^,55.62,Pfizer/BioNTech
:dm: Dominica ^09.07.2021^,55.57,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ar: Argentinien ^12.07.2021^,55.01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:br: Brasilien ^12.07.2021^,54.49,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ma: Marokko ^12.07.2021^,53.81,"Oxford/AstraZeneca, Sinopharm/Beijing"
:kh: Kambodscha ^12.07.2021^,53.01,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
