Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^25.05.2021^,136.74,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^30.05.2021^,129.53,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^27.05.2021^,125.16,"Pfizer/BioNTech, Sputnik V"
:il: Israel ^30.05.2021^,122.25,"Moderna, Pfizer/BioNTech"
:mt: Malta ^29.05.2021^,116.01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^30.05.2021^,100.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^29.05.2021^,96.59,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^29.05.2021^,95.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^30.05.2021^,94.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:hu: Ungarn ^30.05.2021^,90.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^30.05.2021^,88.19,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mv: Malediven ^29.05.2021^,87.81,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:qa: Katar ^30.05.2021^,87.28,"Moderna, Pfizer/BioNTech"
:uy: Uruguay ^30.05.2021^,79.8,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mc: Monaco ^27.05.2021^,76.52,Pfizer/BioNTech
:is: Island ^28.05.2021^,73.2,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^18.05.2021^,68.23,Oxford/AstraZeneca
:rs: Serbien ^30.05.2021^,66.91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cy: Zypern ^27.05.2021^,65.35,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^24.05.2021^,63.74,"Moderna, Pfizer/BioNTech"
:bt: Bhutan ^27.05.2021^,62.56,Oxford/AstraZeneca
:ca: Kanada ^30.05.2021^,62.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^30.05.2021^,59.61,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^30.05.2021^,58.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^30.05.2021^,57.83,"Moderna, Pfizer/BioNTech"
:it: Italien ^30.05.2021^,57.01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^29.05.2021^,56.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^30.05.2021^,56.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^27.05.2021^,55.9,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^30.05.2021^,55.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^29.05.2021^,54.34,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^29.05.2021^,53.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^29.05.2021^,53.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^30.05.2021^,52.99,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^26.05.2021^,52.92,"Moderna, Pfizer/BioNTech"
:gr: Griechenland ^29.05.2021^,52.75,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^30.05.2021^,52.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^26.05.2021^,52.24,"Moderna, Pfizer/BioNTech"
:nl: Niederlande ^30.05.2021^,51.6,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^30.05.2021^,51.17,"Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^26.05.2021^,50.63,Oxford/AstraZeneca
:se: Schweden ^28.05.2021^,49.48,"Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^30.05.2021^,48.73,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^29.05.2021^,48.16,Oxford/AstraZeneca
:no: Norwegen ^27.05.2021^,47.93,"Moderna, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^27.05.2021^,47.65,Oxford/AstraZeneca
:ie: Irland ^23.05.2021^,47.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^30.05.2021^,46.94,Pfizer/BioNTech
:ag: Antigua und Barbuda ^26.05.2021^,45.17,Oxford/AstraZeneca
:cn: Volksrepublik China ^30.05.2021^,44.41,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:kw: Kuwait ^16.05.2021^,42.62,Pfizer/BioNTech
