Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:ae: Vereinigte Arabische Emirate ^06.07.2021^,158.24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mt: Malta ^05.07.2021^,156.25,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^30.06.2021^,140.92,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sm: San Marino ^05.07.2021^,131.59,"Pfizer/BioNTech, Sputnik V"
:is: Island ^02.07.2021^,127.58,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^06.07.2021^,126.9,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:il: Israel ^06.07.2021^,125.52,"Moderna, Pfizer/BioNTech"
:cl: Chile ^05.07.2021^,122.55,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^06.07.2021^,119.82,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mn: Mongolei ^06.07.2021^,117.92,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^05.07.2021^,116.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^06.07.2021^,114.68,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^06.07.2021^,106.48,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^05.07.2021^,100.14,"Moderna, Pfizer/BioNTech, Sinovac"
:be: Belgien ^06.07.2021^,99.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^06.07.2021^,99.03,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:nl: Niederlande ^06.07.2021^,98.55,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^01.07.2021^,96.5,Pfizer/BioNTech
:cy: Zypern ^06.07.2021^,96.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^05.07.2021^,95.99,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
