Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:mt: Malta ^16.08.2021^,178.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^17.08.2021^,176.48,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:uy: Uruguay ^17.08.2021^,147.51,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:sg: Singapur ^14.08.2021^,146.1,"Moderna, Pfizer/BioNTech"
:qa: Katar ^17.08.2021^,144.49,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^22.07.2021^,143.82,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^17.08.2021^,143.51,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^17.08.2021^,143.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:dk: Dänemark ^16.08.2021^,140.91,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:is: Island ^06.08.2021^,139.84,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cl: Chile ^15.08.2021^,139.82,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:ca: Kanada ^17.08.2021^,137.27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nr: Nauru ^27.07.2021^,136.46,Oxford/AstraZeneca
:sm: San Marino ^16.08.2021^,135.74,"Pfizer/BioNTech, Sputnik V"
:be: Belgien ^16.08.2021^,134.92,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^17.08.2021^,134.46,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^16.08.2021^,132.01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^17.08.2021^,131.12,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:bt: Bhutan ^09.08.2021^,130.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^17.08.2021^,130.77,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^16.08.2021^,129.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mn: Mongolei ^16.08.2021^,129.35,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:nl: Niederlande ^15.08.2021^,126.39,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^17.08.2021^,122.86,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^16.08.2021^,120.33,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^17.08.2021^,119.38,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^15.08.2021^,119.33,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:cy: Zypern ^17.08.2021^,118.93,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^17.08.2021^,117.3,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^17.08.2021^,113.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^17.08.2021^,113.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^17.08.2021^,112.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^06.08.2021^,112.27,Pfizer/BioNTech
:ad: Andorra ^01.08.2021^,111.72,"Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^16.08.2021^,111.13,"Moderna, Pfizer/BioNTech"
:lt: Litauen ^17.08.2021^,108.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^16.08.2021^,108.07,"Moderna, Pfizer/BioNTech"
:ch: Schweiz ^16.08.2021^,107.21,"Moderna, Pfizer/BioNTech"
:us: Vereinigte Staaten ^17.08.2021^,107.01,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
