Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^15.05.2021^,133.77,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^18.05.2021^,121.74,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^18.05.2021^,117.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^17.05.2021^,116.86,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^17.05.2021^,97.5,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^18.05.2021^,88.56,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^17.05.2021^,87.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^17.05.2021^,84.49,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^17.05.2021^,83.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:us: Vereinigte Staaten ^18.05.2021^,82.39,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:hu: Ungarn ^18.05.2021^,78.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mn: Mongolei ^18.05.2021^,75.3,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^18.05.2021^,73.24,Pfizer/BioNTech
:uy: Uruguay ^18.05.2021^,69.07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:nr: Nauru ^18.05.2021^,68.23,Oxford/AstraZeneca
:mc: Monaco ^06.05.2021^,66.09,Pfizer/BioNTech
:bt: Bhutan ^18.05.2021^,62.49,Oxford/AstraZeneca
:is: Island ^18.05.2021^,62.01,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^17.05.2021^,59.91,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^17.05.2021^,58.24,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^18.05.2021^,52.73,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^18.05.2021^,50.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^18.05.2021^,49.63,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^18.05.2021^,49.53,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^17.05.2021^,48.31,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^17.05.2021^,47.71,"Moderna, Pfizer/BioNTech"
:be: Belgien ^18.05.2021^,47.19,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^18.05.2021^,46.94,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
