Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^03.03.2021^,97.47,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^01.03.2021^,81.48,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^03.03.2021^,62.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^02.03.2021^,31.82,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^03.03.2021^,24.08,"Moderna, Pfizer/BioNTech"
:mv: Malediven ^03.03.2021^,23.94,Oxford/AstraZeneca
:rs: Serbien ^03.03.2021^,22.56,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^03.03.2021^,20.72,"Pfizer/BioNTech, Sinovac"
:mt: Malta ^02.03.2021^,19.05,Pfizer/BioNTech
:bh: Bahrain ^03.03.2021^,17.86,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bb: Barbados ^28.02.2021^,13.44,Oxford/AstraZeneca
:dk: Dänemark ^02.03.2021^,11.28,"Moderna, Pfizer/BioNTech"
:ma: Marokko ^03.03.2021^,11.12,"Oxford/AstraZeneca, Sinopharm/Beijing"
:tr: Türkei ^03.03.2021^,11.05,Sinovac
:hu: Ungarn ^03.03.2021^,10.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:is: Island ^02.03.2021^,9.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^03.03.2021^,9.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^03.03.2021^,9.56,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^03.03.2021^,9.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^02.03.2021^,9.43,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^28.02.2021^,9.3,"Moderna, Pfizer/BioNTech"
:sk: Slowakei ^03.03.2021^,8.98,Pfizer/BioNTech
:sg: Singapur ^01.03.2021^,8.97,Pfizer/BioNTech
:ie: Irland ^28.02.2021^,8.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^03.03.2021^,8.83,"Moderna, Pfizer/BioNTech"
:fi: Finnland ^03.03.2021^,8.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^02.03.2021^,8.77,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^26.02.2021^,8.7,Pfizer/BioNTech
:es: Spanien ^02.03.2021^,8.68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^02.03.2021^,8.51,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^02.03.2021^,8.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^03.03.2021^,8.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^03.03.2021^,8.1,"Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^03.03.2021^,8.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^03.03.2021^,7.87,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^02.03.2021^,7.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^02.03.2021^,7.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^03.03.2021^,6.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^28.02.2021^,6.81,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^02.03.2021^,6.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:nl: Niederlande ^02.03.2021^,5.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^03.03.2021^,5.54,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^01.03.2021^,5.19,Pfizer/BioNTech
:qa: Katar ^18.02.2021^,4.86,Pfizer/BioNTech
:br: Brasilien ^03.03.2021^,4.36,"Oxford/AstraZeneca, Sinovac"
:kw: Kuwait ^15.02.2021^,4.1,Pfizer/BioNTech
:ru: Russland ^03.03.2021^,3.76,"EpiVacCorona, Sputnik V"
:lv: Lettland ^03.03.2021^,3.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cn: Volksrepublik China ^28.02.2021^,3.65,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:bg: Bulgarien ^03.03.2021^,3.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:az: Aserbaidschan ^03.03.2021^,3.33,"Oxford/AstraZeneca, Sputnik V"
:ad: Andorra ^26.02.2021^,3.27,Pfizer/BioNTech
:pa: Panama ^03.03.2021^,3.07,Pfizer/BioNTech
:cr: Costa Rica ^01.03.2021^,2.94,Pfizer/BioNTech
:sa: Saudi-Arabien ^03.03.2021^,2.88,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^03.03.2021^,2.61,Sputnik V
:lk: Sri Lanka ^02.03.2021^,2.59,Oxford/AstraZeneca
:mx: Mexiko ^03.03.2021^,2.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:bd: Bangladesch ^02.03.2021^,2.03,Oxford/AstraZeneca
:sm: San Marino ^02.03.2021^,1.71,Sputnik V
:uy: Uruguay ^03.03.2021^,1.56,Sinovac
:do: Dominikanische Republik ^03.03.2021^,1.49,Oxford/AstraZeneca
:jo: Jordanien ^25.02.2021^,1.47,"Pfizer/BioNTech, Sinopharm/Beijing"
:np: Nepal ^20.02.2021^,1.38,Oxford/AstraZeneca
:om: Oman ^23.02.2021^,1.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
:id: Indonesien ^03.03.2021^,1.24,Sinovac
:in: Indien ^03.03.2021^,1.2,"Covaxin, Oxford/AstraZeneca"
:pe: Peru ^02.03.2021^,0.91,Sinopharm/Beijing
:lb: Libanon ^03.03.2021^,0.8,Pfizer/BioNTech
:al: Albanien ^03.03.2021^,0.55,Pfizer/BioNTech
:co: Kolumbien ^03.03.2021^,0.38,Pfizer/BioNTech
":kr: Korea, Süd ^03.03.2021^",0.3,Oxford/AstraZeneca
:mu: Mauritius ^17.02.2021^,0.3,Oxford/AstraZeneca
:sv: El Salvador ^25.02.2021^,0.25,Oxford/AstraZeneca
:my: Malaysia ^03.03.2021^,0.25,Sinovac
:ec: Ecuador ^01.03.2021^,0.24,Pfizer/BioNTech
:kh: Kambodscha ^03.03.2021^,0.24,Sinopharm/Beijing
:sn: Senegal ^02.03.2021^,0.24,Sinopharm/Beijing
:gy: Guyana ^22.02.2021^,0.24,Oxford/AstraZeneca
:me: Montenegro ^01.03.2021^,0.24,Sputnik V
:by: Belarus ^18.02.2021^,0.22,Sputnik V
:nz: Neuseeland ^03.03.2021^,0.2,Pfizer/BioNTech
:au: Australien ^03.03.2021^,0.2,Pfizer/BioNTech
:mm: Myanmar ^02.02.2021^,0.19,Oxford/AstraZeneca
:zw: Simbabwe ^03.03.2021^,0.19,Sinopharm/Beijing
:dz: Algerien ^19.02.2021^,0.17,Sputnik V
:bo: Bolivien ^03.03.2021^,0.17,Sputnik V
:mn: Mongolei ^26.02.2021^,0.15,Oxford/AstraZeneca
:za: Südafrika ^28.02.2021^,0.12,Johnson&Johnson
:kz: Kasachstan ^24.02.2021^,0.12,Sputnik V
:tt: Trinidad und Tobago ^22.02.2021^,0.03,Oxford/AstraZeneca
:hn: Honduras ^28.02.2021^,0.03,Moderna
:jp: Japan ^03.03.2021^,0.03,Pfizer/BioNTech
:pk: Pakistan ^21.02.2021^,0.03,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:ua: Ukraine ^03.03.2021^,0.02,Oxford/AstraZeneca
:gt: Guatemala ^01.03.2021^,0.01,Sinovac
:th: Thailand ^02.03.2021^,0.01,Sinovac
:ir: Iran ^17.02.2021^,0.01,Sputnik V
:py: Paraguay ^25.02.2021^,0.01,Sputnik V
:eg: Ägypten ^30.01.2021^,0.0,Sinopharm/Beijing
:ph: Philippinen ^02.03.2021^,0.0,Sinovac
:ve: Venezuela ^22.02.2021^,0.0,Sputnik V
