Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:cu: Kuba ^28.10.2021^,226.49,"Abdala, Soberana02"
:ae: Vereinigte Arabische Emirate ^30.10.2021^,210.94,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^29.10.2021^,191.53,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:uy: Uruguay ^30.10.2021^,189.79,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:il: Israel ^30.10.2021^,180.9,"Moderna, Pfizer/BioNTech"
:sg: Singapur ^27.10.2021^,171.19,"Moderna, Pfizer/BioNTech, Sinovac"
:mt: Malta ^29.10.2021^,170.49,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sc: Seychellen ^26.10.2021^,168.36,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:is: Island ^28.10.2021^,166.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^30.10.2021^,164.89,"Moderna, Pfizer/BioNTech"
:kh: Kambodscha ^30.10.2021^,162.51,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:pt: Portugal ^25.10.2021^,159.44,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^30.10.2021^,158.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cn: Volksrepublik China ^30.10.2021^,157.07,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001"
:ca: Kanada ^30.10.2021^,154.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^29.10.2021^,153.91,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:my: Malaysia ^30.10.2021^,152.59,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^28.10.2021^,152.11,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
":kr: Korea, Süd ^29.10.2021^",152.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gb: Vereinigtes Königreich ^30.10.2021^,151.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
