Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^14.03.2021^,108.31,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^11.03.2021^,89.59,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^14.03.2021^,66.13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:mv: Malediven ^14.03.2021^,38.13,Oxford/AstraZeneca
:gb: Vereinigtes Königreich ^13.03.2021^,37.98,"Oxford/AstraZeneca, Pfizer/BioNTech"
:cl: Chile ^14.03.2021^,34.48,"Pfizer/BioNTech, Sinovac"
:bh: Bahrain ^14.03.2021^,32.39,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^14.03.2021^,32.01,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:rs: Serbien ^14.03.2021^,29.5,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^13.03.2021^,27.19,Pfizer/BioNTech
:hu: Ungarn ^14.03.2021^,17.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:bb: Barbados ^12.03.2021^,17.74,Oxford/AstraZeneca
:ma: Marokko ^13.03.2021^,15.4,"Oxford/AstraZeneca, Sinopharm/Beijing"
:dk: Dänemark ^13.03.2021^,14.4,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sm: San Marino ^13.03.2021^,14.24,Sputnik V
:ee: Estland ^14.03.2021^,14.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^12.03.2021^,13.73,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^10.03.2021^,13.19,Pfizer/BioNTech
:tr: Türkei ^14.03.2021^,13.03,Sinovac
:lt: Litauen ^14.03.2021^,12.95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^11.03.2021^,12.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^13.03.2021^,12.41,"Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^14.03.2021^,12.33,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^13.03.2021^,12.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^10.03.2021^,11.96,"Moderna, Pfizer/BioNTech"
:ie: Irland ^11.03.2021^,11.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^13.03.2021^,11.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^11.03.2021^,11.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^14.03.2021^,11.41,"Moderna, Pfizer/BioNTech"
:at: Österreich ^13.03.2021^,11.39,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^13.03.2021^,11.37,Pfizer/BioNTech
:cy: Zypern ^07.03.2021^,11.33,Pfizer/BioNTech
:it: Italien ^14.03.2021^,11.11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^12.03.2021^,10.83,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^12.03.2021^,10.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^13.03.2021^,10.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^12.03.2021^,10.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^08.03.2021^,10.45,Pfizer/BioNTech
:cz: Tschechien ^14.03.2021^,10.1,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^01.03.2021^,10.0,Oxford/AstraZeneca
:be: Belgien ^13.03.2021^,9.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^07.03.2021^,9.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^07.03.2021^,9.27,"Moderna, Pfizer/BioNTech"
:lu: Luxemburg ^11.03.2021^,8.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^14.03.2021^,8.57,"Pfizer/BioNTech, Sinovac"
:kw: Kuwait ^08.03.2021^,8.43,Pfizer/BioNTech
:ca: Kanada ^14.03.2021^,8.02,"Moderna, Pfizer/BioNTech"
:hr: Kroatien ^12.03.2021^,7.33,Pfizer/BioNTech
:sa: Saudi-Arabien ^14.03.2021^,6.41,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^10.03.2021^,6.36,Pfizer/BioNTech
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:do: Dominikanische Republik ^11.03.2021^,6.08,Oxford/AstraZeneca
:pa: Panama ^13.03.2021^,5.85,Pfizer/BioNTech
:br: Brasilien ^14.03.2021^,5.37,"Oxford/AstraZeneca, Sinovac"
:ru: Russland ^14.03.2021^,5.28,"EpiVacCorona, Sputnik V"
:ar: Argentinien ^14.03.2021^,5.27,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:bg: Bulgarien ^14.03.2021^,4.88,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cr: Costa Rica ^12.03.2021^,4.75,Pfizer/BioNTech
:az: Aserbaidschan ^14.03.2021^,4.47,Sinovac
:cn: Volksrepublik China ^28.02.2021^,3.65,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:lk: Sri Lanka ^14.03.2021^,3.61,Oxford/AstraZeneca
:mx: Mexiko ^14.03.2021^,3.37,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:mn: Mongolei ^14.03.2021^,3.05,Oxford/AstraZeneca
:gd: Grenada ^26.02.2021^,2.67,Oxford/AstraZeneca
:bd: Bangladesch ^14.03.2021^,2.67,Oxford/AstraZeneca
:in: Indien ^14.03.2021^,2.17,"Covaxin, Oxford/AstraZeneca"
:id: Indonesien ^14.03.2021^,2.0,Sinovac
:rw: Ruanda ^14.03.2021^,1.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:om: Oman ^10.03.2021^,1.92,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bz: Belize ^12.03.2021^,1.87,Oxford/AstraZeneca
