Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^25.05.2021^,136.74,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^02.06.2021^,132.11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^01.06.2021^,126.51,"Pfizer/BioNTech, Sputnik V"
:il: Israel ^02.06.2021^,122.33,"Moderna, Pfizer/BioNTech"
:mt: Malta ^01.06.2021^,119.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^02.06.2021^,104.32,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^01.06.2021^,98.84,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mn: Mongolei ^02.06.2021^,98.65,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:gb: Vereinigtes Königreich ^01.06.2021^,96.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^01.06.2021^,92.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^02.06.2021^,90.26,"Moderna, Pfizer/BioNTech"
:us: Vereinigte Staaten ^02.06.2021^,88.78,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mv: Malediven ^31.05.2021^,88.41,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:uy: Uruguay ^02.06.2021^,83.75,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mc: Monaco ^27.05.2021^,76.52,Pfizer/BioNTech
:is: Island ^02.06.2021^,75.85,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^02.06.2021^,71.05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^31.05.2021^,69.19,"Moderna, Pfizer/BioNTech"
:rs: Serbien ^02.06.2021^,68.6,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:nr: Nauru ^18.05.2021^,68.23,Oxford/AstraZeneca
:kn: St. Kitts und Nevis ^01.06.2021^,66.57,Oxford/AstraZeneca
:ca: Kanada ^02.06.2021^,64.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^02.06.2021^,63.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bt: Bhutan ^27.05.2021^,62.56,Oxford/AstraZeneca
:lt: Litauen ^02.06.2021^,62.29,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^01.06.2021^,60.38,"Moderna, Pfizer/BioNTech"
:be: Belgien ^02.06.2021^,60.27,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^02.06.2021^,59.56,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^02.06.2021^,59.24,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^01.06.2021^,59.05,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^02.06.2021^,57.82,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^02.06.2021^,56.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
