Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^12.02.2021^,71.59,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^11.02.2021^,52.69,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^12.02.2021^,49.56,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:gb: Vereinigtes Königreich ^11.02.2021^,21.42,"Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^12.02.2021^,14.48,"Moderna, Pfizer/BioNTech"
:bh: Bahrain ^12.02.2021^,13.67,"Pfizer/BioNTech, Sinopharm/Beijing"
:rs: Serbien ^11.02.2021^,10.57,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mt: Malta ^11.02.2021^,10.5,Pfizer/BioNTech
:cl: Chile ^12.02.2021^,9.66,"Pfizer/BioNTech, Sinovac"
:dk: Dänemark ^11.02.2021^,6.41,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^11.02.2021^,6.36,Pfizer/BioNTech
:mc: Monaco ^18.01.2021^,6.12,Pfizer/BioNTech
:is: Island ^12.02.2021^,5.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^12.02.2021^,5.64,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^12.02.2021^,5.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^10.02.2021^,5.56,"Moderna, Pfizer/BioNTech"
:pl: Polen ^12.02.2021^,5.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^11.02.2021^,5.31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ro: Rumänien ^11.02.2021^,5.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^11.02.2021^,5.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^12.02.2021^,5.17,Pfizer/BioNTech
:ie: Irland ^09.02.2021^,5.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^12.02.2021^,4.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^12.02.2021^,4.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^12.02.2021^,4.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^12.02.2021^,4.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^12.02.2021^,4.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:hu: Ungarn ^12.02.2021^,4.71,Pfizer/BioNTech
:mv: Malediven ^11.02.2021^,4.69,Oxford/AstraZeneca
:pt: Portugal ^12.02.2021^,4.59,"Moderna, Pfizer/BioNTech"
:se: Schweden ^12.02.2021^,4.53,"Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^11.02.2021^,4.41,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sg: Singapur ^10.02.2021^,4.38,Pfizer/BioNTech
:cz: Tschechien ^12.02.2021^,4.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^12.02.2021^,4.06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^12.02.2021^,4.04,Sinovac
:fr: Frankreich ^11.02.2021^,3.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^11.02.2021^,3.42,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^12.02.2021^,3.24,"Moderna, Pfizer/BioNTech"
:nl: Niederlande ^12.02.2021^,3.03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^12.02.2021^,3.01,"Oxford/AstraZeneca, Sinopharm/Beijing"
:cn: Volksrepublik China ^09.02.2021^,2.82,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:hr: Kroatien ^11.02.2021^,2.75,Pfizer/BioNTech
:li: Liechtenstein ^10.02.2021^,2.67,"Moderna, Pfizer/BioNTech"
:ru: Russland ^10.02.2021^,2.67,Sputnik V
:br: Brasilien ^12.02.2021^,2.21,"Oxford/AstraZeneca, Sinovac"
:lv: Lettland ^12.02.2021^,1.93,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:qa: Katar ^28.01.2021^,1.74,Pfizer/BioNTech
:ad: Andorra ^10.02.2021^,1.67,Pfizer/BioNTech
:cr: Costa Rica ^08.02.2021^,1.47,Pfizer/BioNTech
:om: Oman ^12.02.2021^,1.32,"Oxford/AstraZeneca, Pfizer/BioNTech"
