Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^07.04.2021^,117.72,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^01.04.2021^,103.8,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^07.04.2021^,88.04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:bt: Bhutan ^07.04.2021^,61.04,Oxford/AstraZeneca
:cl: Chile ^07.04.2021^,59.61,"Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^06.04.2021^,55.08,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^02.04.2021^,52.26,Pfizer/BioNTech
:bh: Bahrain ^07.04.2021^,51.71,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:us: Vereinigte Staaten ^07.04.2021^,51.27,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^06.04.2021^,50.51,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:mv: Malediven ^07.04.2021^,50.11,Oxford/AstraZeneca
:sm: San Marino ^06.04.2021^,41.55,"Pfizer/BioNTech, Sputnik V"
:rs: Serbien ^07.04.2021^,39.49,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:hu: Ungarn ^07.04.2021^,38.16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^07.04.2021^,34.28,Pfizer/BioNTech
:sg: Singapur ^06.04.2021^,28.5,"Moderna, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^25.03.2021^,26.98,Oxford/AstraZeneca
:uy: Uruguay ^07.04.2021^,26.26,"Pfizer/BioNTech, Sinovac"
:dm: Dominica ^01.04.2021^,25.16,Oxford/AstraZeneca
:ma: Marokko ^07.04.2021^,22.89,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ee: Estland ^07.04.2021^,22.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bb: Barbados ^02.04.2021^,22.18,Oxford/AstraZeneca
:lt: Litauen ^07.04.2021^,21.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
