Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:il: Israel ^26.03.2021^,114.58,"Moderna, Pfizer/BioNTech"
:sc: Seychellen ^24.03.2021^,98.15,"Oxford/AstraZeneca, Sinopharm/Beijing"
:ae: Vereinigte Arabische Emirate ^26.03.2021^,78.86,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:cl: Chile ^26.03.2021^,50.33,"Pfizer/BioNTech, Sinovac"
:gb: Vereinigtes Königreich ^25.03.2021^,47.62,"Oxford/AstraZeneca, Pfizer/BioNTech"
:mc: Monaco ^19.03.2021^,46.07,Pfizer/BioNTech
:bh: Bahrain ^26.03.2021^,42.16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mv: Malediven ^26.03.2021^,42.12,Oxford/AstraZeneca
:us: Vereinigte Staaten ^26.03.2021^,40.87,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:mt: Malta ^25.03.2021^,37.62,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^26.03.2021^,33.55,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sm: San Marino ^24.03.2021^,27.88,Sputnik V
:hu: Ungarn ^26.03.2021^,26.27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ag: Antigua und Barbuda ^19.03.2021^,26.22,Oxford/AstraZeneca
:qa: Katar ^26.03.2021^,24.36,Pfizer/BioNTech
:bb: Barbados ^23.03.2021^,21.84,Oxford/AstraZeneca
:ma: Marokko ^26.03.2021^,20.39,"Oxford/AstraZeneca, Sinopharm/Beijing"
:sg: Singapur ^23.03.2021^,18.96,"Moderna, Pfizer/BioNTech"
:dm: Dominica ^11.03.2021^,18.84,Oxford/AstraZeneca
:ee: Estland ^25.03.2021^,17.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:is: Island ^26.03.2021^,17.69,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^25.03.2021^,17.57,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^26.03.2021^,17.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:tr: Türkei ^26.03.2021^,17.18,"Pfizer/BioNTech, Sinovac"
:at: Österreich ^26.03.2021^,16.54,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^26.03.2021^,16.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:no: Norwegen ^25.03.2021^,15.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^26.03.2021^,15.95,Pfizer/BioNTech
:ch: Schweiz ^24.03.2021^,15.51,"Moderna, Pfizer/BioNTech"
:pl: Polen ^26.03.2021^,15.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:es: Spanien ^26.03.2021^,15.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^26.03.2021^,15.09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:it: Italien ^26.03.2021^,14.91,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:cy: Zypern ^20.03.2021^,14.78,Pfizer/BioNTech
:de: Deutschland ^26.03.2021^,14.76,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^26.03.2021^,14.76,"Moderna, Pfizer/BioNTech"
:se: Schweden ^26.03.2021^,14.68,"Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^26.03.2021^,14.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^23.03.2021^,14.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^25.03.2021^,14.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:uy: Uruguay ^26.03.2021^,14.28,"Pfizer/BioNTech, Sinovac"
:ro: Rumänien ^25.03.2021^,14.27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:kn: St. Kitts und Nevis ^19.03.2021^,14.25,Oxford/AstraZeneca
:si: Slowenien ^23.03.2021^,14.23,"Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^25.03.2021^,14.08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^25.03.2021^,13.2,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^24.03.2021^,13.09,"Moderna, Pfizer/BioNTech"
:ca: Kanada ^26.03.2021^,12.72,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^21.03.2021^,12.24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ad: Andorra ^19.03.2021^,12.02,Pfizer/BioNTech
:sa: Saudi-Arabien ^26.03.2021^,11.17,"Oxford/AstraZeneca, Pfizer/BioNTech"
:lc: St. Lucia ^19.03.2021^,11.03,Oxford/AstraZeneca
:hr: Kroatien ^26.03.2021^,10.15,Pfizer/BioNTech
:vc: St. Vincent und die Grenadinen ^19.03.2021^,8.46,Oxford/AstraZeneca
:br: Brasilien ^26.03.2021^,8.01,"Oxford/AstraZeneca, Sinovac"
:pa: Panama ^26.03.2021^,7.94,Pfizer/BioNTech
:mn: Mongolei ^24.03.2021^,7.84,Oxford/AstraZeneca
:ar: Argentinien ^26.03.2021^,7.69,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:gd: Grenada ^15.03.2021^,7.65,Oxford/AstraZeneca
:do: Dominikanische Republik ^23.03.2021^,7.37,"Oxford/AstraZeneca, Sinovac"
:ru: Russland ^22.03.2021^,7.26,"EpiVacCorona, Sputnik V"
:cr: Costa Rica ^24.03.2021^,6.83,Pfizer/BioNTech
:cn: Volksrepublik China ^26.03.2021^,6.77,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:lv: Lettland ^26.03.2021^,6.66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bg: Bulgarien ^26.03.2021^,6.19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:np: Nepal ^19.03.2021^,5.49,Oxford/AstraZeneca
:az: Aserbaidschan ^26.03.2021^,5.03,Sinovac
:mx: Mexiko ^26.03.2021^,5.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:bz: Belize ^24.03.2021^,4.57,Oxford/AstraZeneca
:in: Indien ^26.03.2021^,4.21,"Covaxin, Oxford/AstraZeneca"
:lk: Sri Lanka ^22.03.2021^,3.92,Oxford/AstraZeneca
:id: Indonesien ^26.03.2021^,3.81,Sinovac
:sr: Suriname ^26.03.2021^,3.41,Oxford/AstraZeneca
:jo: Jordanien ^24.03.2021^,3.14,"Pfizer/BioNTech, Sinopharm/Beijing"
