Land ^aktualisiert^,Impfungen pro 100 Menschen,Impfstoffe
:sc: Seychellen ^05.05.2021^,131.1,"Oxford/AstraZeneca, Sinopharm/Beijing"
:il: Israel ^12.05.2021^,121.54,"Moderna, Pfizer/BioNTech"
:ae: Vereinigte Arabische Emirate ^12.05.2021^,114.93,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
:sm: San Marino ^11.05.2021^,105.81,"Pfizer/BioNTech, Sputnik V"
:mt: Malta ^11.05.2021^,88.99,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:bh: Bahrain ^12.05.2021^,84.28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:cl: Chile ^11.05.2021^,84.03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:mv: Malediven ^10.05.2021^,81.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:gb: Vereinigtes Königreich ^11.05.2021^,79.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:us: Vereinigte Staaten ^12.05.2021^,79.14,"Johnson&Johnson, Moderna, Pfizer/BioNTech"
:hu: Ungarn ^12.05.2021^,72.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:mn: Mongolei ^12.05.2021^,71.6,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:qa: Katar ^12.05.2021^,66.35,Pfizer/BioNTech
:mc: Monaco ^23.04.2021^,66.09,Pfizer/BioNTech
:bt: Bhutan ^11.05.2021^,62.44,Oxford/AstraZeneca
:uy: Uruguay ^12.05.2021^,61.25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:is: Island ^12.05.2021^,58.15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:rs: Serbien ^10.05.2021^,56.23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:sg: Singapur ^10.05.2021^,53.63,"Moderna, Pfizer/BioNTech"
:cy: Zypern ^12.05.2021^,45.67,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech"
:lt: Litauen ^12.05.2021^,45.4,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ca: Kanada ^12.05.2021^,44.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dm: Dominica ^07.05.2021^,44.46,Oxford/AstraZeneca
:es: Spanien ^11.05.2021^,44.11,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:de: Deutschland ^11.05.2021^,43.97,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:dk: Dänemark ^11.05.2021^,42.99,"Moderna, Pfizer/BioNTech"
:it: Italien ^12.05.2021^,42.02,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:at: Österreich ^11.05.2021^,41.57,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:be: Belgien ^11.05.2021^,41.37,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pt: Portugal ^12.05.2021^,41.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ee: Estland ^11.05.2021^,40.94,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lu: Luxemburg ^11.05.2021^,40.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fi: Finnland ^11.05.2021^,40.67,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:fr: Frankreich ^11.05.2021^,39.68,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:se: Schweden ^12.05.2021^,39.19,"Oxford/AstraZeneca, Pfizer/BioNTech"
:nl: Niederlande ^12.05.2021^,38.45,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ie: Irland ^10.05.2021^,38.13,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:gr: Griechenland ^12.05.2021^,38.12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:pl: Polen ^11.05.2021^,37.72,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:li: Liechtenstein ^09.05.2021^,37.68,"Moderna, Pfizer/BioNTech"
:ad: Andorra ^03.05.2021^,37.38,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ch: Schweiz ^09.05.2021^,37.3,"Moderna, Pfizer/BioNTech"
:no: Norwegen ^11.05.2021^,37.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:si: Slowenien ^12.05.2021^,37.13,"Oxford/AstraZeneca, Pfizer/BioNTech"
:cz: Tschechien ^12.05.2021^,36.43,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sk: Slowakei ^12.05.2021^,34.75,Pfizer/BioNTech
:kw: Kuwait ^06.05.2021^,33.72,Pfizer/BioNTech
:ro: Rumänien ^11.05.2021^,32.23,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:sa: Saudi-Arabien ^12.05.2021^,31.86,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ag: Antigua und Barbuda ^07.05.2021^,31.74,Oxford/AstraZeneca
:tr: Türkei ^12.05.2021^,30.06,"Pfizer/BioNTech, Sinovac"
:hr: Kroatien ^11.05.2021^,28.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:ma: Marokko ^12.05.2021^,28.27,"Oxford/AstraZeneca, Sinopharm/Beijing"
:nr: Nauru ^30.04.2021^,27.69,Oxford/AstraZeneca
:bb: Barbados ^10.05.2021^,26.29,Oxford/AstraZeneca
:cn: Volksrepublik China ^12.05.2021^,24.61,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
:kn: St. Kitts und Nevis ^04.05.2021^,24.57,Oxford/AstraZeneca
:do: Dominikanische Republik ^11.05.2021^,24.34,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:lv: Lettland ^12.05.2021^,23.47,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:br: Brasilien ^12.05.2021^,23.14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:cr: Costa Rica ^10.05.2021^,21.47,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ar: Argentinien ^12.05.2021^,20.76,"Oxford/AstraZeneca, Sinopharm/Beijing, Sputnik V"
:al: Albanien ^08.05.2021^,20.74,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:tv: Tuvalu ^27.04.2021^,20.35,Oxford/AstraZeneca
:me: Montenegro ^12.05.2021^,20.01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:kh: Kambodscha ^12.05.2021^,18.36,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac"
:pa: Panama ^12.05.2021^,18.06,"Oxford/AstraZeneca, Pfizer/BioNTech"
:sv: El Salvador ^11.05.2021^,18.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:az: Aserbaidschan ^12.05.2021^,17.04,"Oxford/AstraZeneca, Sinovac"
:mx: Mexiko ^09.05.2021^,16.52,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
:to: Tonga ^11.05.2021^,15.78,Oxford/AstraZeneca
:ru: Russland ^12.05.2021^,15.47,"EpiVacCorona, Sputnik V"
:gd: Grenada ^06.05.2021^,15.11,Oxford/AstraZeneca
:bg: Bulgarien ^12.05.2021^,14.91,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
:lc: St. Lucia ^12.05.2021^,13.92,Oxford/AstraZeneca
:co: Kolumbien ^11.05.2021^,13.12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:vc: St. Vincent und die Grenadinen ^01.05.2021^,13.09,Oxford/AstraZeneca
:kz: Kasachstan ^11.05.2021^,13.08,Sputnik V
:in: Indien ^12.05.2021^,12.76,"Covaxin, Oxford/AstraZeneca"
:bz: Belize ^07.05.2021^,11.99,Oxford/AstraZeneca
:au: Australien ^12.05.2021^,11.03,"Oxford/AstraZeneca, Pfizer/BioNTech"
:jo: Jordanien ^04.05.2021^,10.69,"Pfizer/BioNTech, Sinopharm/Beijing"
:fj: Fidschi ^11.05.2021^,10.37,Oxford/AstraZeneca
:mu: Mauritius ^24.03.2021^,9.23,Oxford/AstraZeneca
:bs: Bahamas ^09.05.2021^,9.15,Oxford/AstraZeneca
":kr: Korea, Süd ^12.05.2021^",8.7,"Oxford/AstraZeneca, Pfizer/BioNTech"
:bo: Bolivien ^10.05.2021^,8.66,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:np: Nepal ^07.05.2021^,8.42,"Oxford/AstraZeneca, Sinopharm/Beijing"
:id: Indonesien ^11.05.2021^,8.24,"Oxford/AstraZeneca, Sinovac"
:sr: Suriname ^11.05.2021^,8.21,Oxford/AstraZeneca
:nz: Neuseeland ^11.05.2021^,8.06,Pfizer/BioNTech
:mk: Nordmazedonien ^11.05.2021^,7.7,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V"
:lb: Libanon ^06.05.2021^,7.47,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
:ec: Ecuador ^09.05.2021^,7.31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:la: Laos ^10.05.2021^,6.71,"Sinopharm/Beijing, Sputnik V"
:pe: Peru ^11.05.2021^,6.67,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
:om: Oman ^05.05.2021^,6.39,"Oxford/AstraZeneca, Pfizer/BioNTech"
:ws: Samoa ^11.05.2021^,6.02,Oxford/AstraZeneca
:my: Malaysia ^12.05.2021^,5.85,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac"
:lk: Sri Lanka ^12.05.2021^,5.7,"Oxford/AstraZeneca, Sinopharm/Beijing"
